timestamps,x,y,z
1.4549579791562225e+18,-1.5335400000000003,5.649640000000001,8.15312
1.4549579794062223e+18,0.6582156862745098,2.3197843137254903,9.726274509803922
1.4549579796562225e+18,1.1009215686274507,2.362235294117647,7.92913725490196
1.4549579799062223e+18,3.034428571428572,2.4191020408163264,9.906938775510204
1.4549579801562225e+18,2.8398235294117646,2.0285490196078437,9.565078431372548
1.4549579804062223e+18,2.08338,2.74088,7.7715
1.4549579806562225e+18,2.52121568627451,3.867254901960784,8.510686274509805
1.4549579809062223e+18,3.376673469387755,1.8804897959183675,8.776897959183675
1.4549579811562225e+18,3.7633333333333328,2.2829215686274518,5.410039215686274
1.4549579814062223e+18,14.583372549019607,-5.74256862745098,0.2312549019607844
1.4549579816562225e+18,8.23944,-1.4802400000000002,-4.11078
1.4549579819062223e+18,11.141840000000002,-1.41396,-3.37296
1.4549579821562225e+18,7.77276,-2.6826,-0.25672
1.4549579824062223e+18,9.663941176470589,-1.3084117647058826,-0.1261764705882353
1.4549579826562225e+18,8.496739999999999,-5.596020000000001,-2.74478
1.4549579829062223e+18,6.067176470588234,-6.08029411764706,-4.501980392156863
1.4549579831562225e+18,4.364058823529412,-8.894392156862743,-2.250215686274509
1.4549579834062223e+18,4.44724,-7.54866,-1.1912
1.4549579836562225e+18,3.389627450980392,-8.781901960784316,-1.5162352941176471
1.4549579839062223e+18,-2.37402,-8.20978,0.2857799999999999
1.4549579841562225e+18,0.4123399999999999,-11.44962,-2.5743600000000004
1.4549579844062223e+18,-0.8359411764705883,-8.497901960784313,2.535745098039216
1.4549579846562225e+18,0.3165490196078431,-11.577529411764704,-0.088470588235294
1.4549579849062223e+18,-2.2586600000000003,-10.24954,2.49586
1.4549579851562225e+18,0.55176,-8.84182,-3.4334800000000003
1.4549579854062223e+18,-2.5188823529411764,-8.835686274509804,2.147764705882353
1.4549579856562225e+18,-0.414078431372549,-9.854333333333331,0.8055490196078431
1.4549579859062223e+18,-0.8612857142857142,-13.168142857142856,0.8351836734693877
1.4549579861562225e+18,-1.6265490196078434,-6.289392156862746,0.5413137254901961
1.4549579864062223e+18,0.1537199999999998,-10.61526,-1.96732
1.4549579866562225e+18,-0.6688627450980392,-9.474941176470589,1.853686274509804
1.4549579869062223e+18,0.5124489795918368,-11.92491836734694,-0.3538775510204081
1.4549579871562225e+18,-2.477294117647059,-9.358823529411763,2.614725490196079
1.4549579874062223e+18,0.1540196078431372,-8.988156862745099,-2.7778431372549024
1.4549579876562225e+18,-1.1089,-10.02692,1.4608599999999998
1.4549579879062223e+18,-0.13944,-10.12318,0.85116
1.4549579881562225e+18,-0.8078799999999999,-12.82716,0.58382
1.4549579884062223e+18,-0.5917843137254901,-6.875980392156863,-0.7194705882352941
1.4549579886562225e+18,-1.7709019607843135,-9.817274509803925,0.6048431372549018
1.4549579889062223e+18,-0.3400204081632653,-9.708816326530613,0.8792857142857141
