timestamps,x,y,z
1.4549620706562225e+18,-1.82518,4.238040000000001,8.59962
1.4549620709062223e+18,0.228156862745098,2.7980196078431376,9.415019607843137
1.4549620711562225e+18,1.4035098039215688,1.2926666666666666,9.486450980392156
1.4549620714062223e+18,0.81936,2.8826,8.83422
1.4549620716562225e+18,0.0017647058823529,3.292725490196078,9.95043137254902
1.4549620719062223e+18,0.0940408163265306,2.9589183673469392,8.35595918367347
1.4549620721562225e+18,0.989470588235294,3.162764705882354,9.745470588235293
1.4549620724062223e+18,0.6186274509803922,2.4334117647058826,8.23278431372549
1.4549620726562225e+18,0.1212799999999999,2.6639399999999998,9.7493
1.4549620729062223e+18,2.05204,2.09898,8.03092
1.4549620731562225e+18,8.89208,-7.51664,4.50282
1.4549620734062223e+18,9.19021568627451,3.6450784313725486,-0.2953725490196078
1.4549620736562225e+18,11.491431372549018,-3.5712745098039216,0.8836078431372547
1.4549620739062223e+18,11.85983673469388,-6.8857959183673465,2.216816326530612
1.4549620741562225e+18,2.42502,-2.55908,0.7080600000000001
1.4549620744062223e+18,8.858725490196079,-4.424294117647059,-3.637803921568627
1.4549620746562225e+18,7.24780392156863,-10.43629411764706,-2.993176470588235
1.4549620749062223e+18,0.2930612244897959,-7.828816326530613,0.0726734693877549
1.4549620751562225e+18,1.8671568627450976,-8.49250980392157,-3.068960784313726
1.4549620754062223e+18,-6.643254901960785,-3.2069411764705884,1.6153529411764709
1.4549620756562225e+18,-2.0052799999999995,-12.38158,1.04182
1.4549620759062223e+18,2.74832,-8.97052,-2.6051600000000006
1.4549620761562225e+18,-3.39684,-2.0645,3.20472
1.4549620764062223e+18,-0.4217843137254902,-9.025058823529411,1.5570980392156863
1.4549620766562225e+18,4.3399600000000005,-11.182679999999998,-0.6934999999999999
1.4549620769062223e+18,-2.1930400000000003,-3.17564,2.8651600000000004
1.4549620771562225e+18,1.4952941176470589,-6.40705882352941,-1.9495098039215688
1.4549620774062223e+18,2.18794,-8.911879999999998,2.3767
1.4549620776562225e+18,-3.49214,-2.91518,3.55446
1.4549620779062223e+18,4.26142,-8.478079999999999,-4.6211
1.4549620781562225e+18,-1.8910784313725493,-6.238980392156862,5.761490196078432
1.4549620784062223e+18,-1.1284999999999998,-9.91732,2.3318600000000003
1.4549620786562225e+18,8.341117647058823,-8.96321568627451,-4.92643137254902
1.4549620789062223e+18,-5.095999999999999,-2.72952,4.050520000000001
1.4549620791562225e+18,0.2517058823529411,-9.500549019607844,1.978372549019608
1.4549620794062223e+18,5.556431372549021,-10.572254901960786,-0.5885098039215686
1.4549620796562225e+18,-4.288799999999999,-0.9665,4.96858
1.4549620799062223e+18,3.16906,-7.44622,-3.6523
1.4549620801562225e+18,0.568607843137255,-8.057980392156862,2.9839019607843134
1.4549620804062223e+18,-5.237959999999999,-6.84034,3.9264
1.4549620806562225e+18,10.097745098039216,-8.046019607843137,-5.155411764705882
1.4549620809062223e+18,-5.3848979591836725,-4.3428775510204085,5.755959183673469
1.4549620811562225e+18,2.751039215686274,-11.31211764705882,1.4298235294117645
1.4549620814062223e+18,7.09472549019608,-11.417745098039218,-2.3913333333333338
1.4549620816562225e+18,-4.68078,-2.33038,5.358580000000001
1.4549620819062223e+18,2.46638,-7.25576,-3.40408
1.4549620821562225e+18,-0.1157799999999998,-8.03078,3.8153799999999993
1.4549620824062223e+18,-4.529333333333334,-4.371705882352941,4.177235294117647
1.4549620826562225e+18,7.73298,-7.835979999999999,-4.69084
1.4549620829062223e+18,-4.64262,-3.42408,6.23202
1.4549620831562225e+18,1.6982549019607844,-10.407901960784317,0.8535686274509803
1.4549620834062223e+18,7.33358,-9.69274,-3.67346
1.4549620836562225e+18,-3.835882352941177,-3.190823529411764,3.676627450980393
1.4549620839062223e+18,1.27564,-7.73164,-1.6127400000000005
1.4549620841562225e+18,2.4510999999999994,-10.057840000000002,2.8841
1.4549620844062223e+18,-3.606509803921568,-1.7376862745098038,5.197843137254902
1.4549620846562225e+18,3.7987,-7.783399999999999,-5.33682
1.4549620849062223e+18,-3.0756600000000005,-4.93084,5.511220000000001
1.4549620851562225e+18,-2.40376,-12.98766,0.0219599999999998
1.4549620854062223e+18,1.0965961538461533,-9.426153846153843,-2.2479615384615386
1.4549620856562225e+18,-3.1968235294117644,-2.695901960784313,3.08056862745098
1.4549620859062223e+18,-0.897816326530612,-14.138346938775507,-1.8671020408163268
1.4549620861562225e+18,1.2634705882352943,-4.643117647058824,-4.154470588235294
1.4549620864062223e+18,2.90962,-8.81568,-1.90044
1.4549620866562225e+18,3.556807692307693,-7.206115384615386,-8.226461538461539
1.4549620869062223e+18,4.01424,-7.99766,-5.61828
1.4549620871562225e+18,5.343764705882354,-11.886019607843137,-1.9953921568627453
1.4549620874062223e+18,-1.7740784313725493,-5.461196078431372,0.0903921568627449
1.4549620876562225e+18,2.17994,-11.025859999999998,-2.56284
1.4549620879062223e+18,2.69014,-12.473999999999998,2.7559000000000005
1.4549620881562225e+18,-3.3333600000000003,-3.06158,1.23478
1.4549620884062223e+18,0.9074901960784312,-8.894627450980392,-3.3758431372549027
1.4549620886562225e+18,-0.89546,-11.623639999999998,2.62596
1.4549620889062223e+18,-3.68606,-3.28026,2.29562
1.4549620891562225e+18,5.126627450980392,-8.836980392156862,-4.175156862745098
1.4549620894062223e+18,-2.00364,-9.14696,3.63434
1.4549620896562225e+18,-3.72472,-8.3916,3.8394999999999992
1.4549620899062223e+18,6.57726,-9.064839999999998,-6.060499999999999
1.4549620901562225e+18,-4.202254901960785,-4.33878431372549,4.293666666666667
1.4549620904062223e+18,0.758156862745098,-12.809960784313724,0.5479803921568629
1.4549620906562225e+18,5.3380600000000005,-9.04462,-3.67728
1.4549620909062223e+18,-3.5513800000000004,-3.88096,2.56504
1.4549620911562225e+18,0.67866,-9.85,1.82674
1.4549620914062223e+18,5.19835294117647,-11.001588235294118,-1.862745098039216
1.4549620916562225e+18,-2.6333333333333337,-3.256823529411765,3.3401372549019603
1.4549620919062223e+18,1.647265306122449,-7.058755102040816,-2.6599795918367346
1.4549620921562225e+18,1.7639019607843132,-11.886960784313723,1.0333529411764704
1.4549620924062223e+18,-2.0684600000000004,-2.49074,3.1140599999999994
1.4549620926562225e+18,2.2575098039215686,-6.845392156862745,-3.684745098039216
1.4549620929062223e+18,-1.36430612244898,-9.884102040816328,3.510204081632653
1.4549620931562225e+18,-3.047788461538462,-2.998826923076923,2.8544615384615386
1.4549620934062223e+18,3.9528235294117633,-7.382392156862746,-4.727098039215686
1.4549620936562225e+18,-1.5854800000000002,-7.89632,4.3137
1.4549620939062223e+18,-3.33332,-8.80084,3.2079800000000005
1.4549620941562225e+18,7.982679999999999,-7.7921,-6.00072
1.4549620944062223e+18,-4.440607843137255,-4.987529411764705,4.182058823529411
1.4549620946562225e+18,1.3001800000000003,-11.80894,1.3374399999999995
1.4549620949062223e+18,4.90474,-9.7345,-3.1522600000000005
1.4549620951562225e+18,-2.716450980392157,-3.62156862745098,3.850980392156863
1.4549620954062223e+18,-0.6401600000000002,-9.56806,0.2989999999999997
1.4549620956562225e+18,3.516941176470589,-11.121607843137255,-0.2317254901960784
1.4549620959062223e+18,-2.9772857142857148,-2.6921632653061223,2.7152653061224497
1.4549620961562225e+18,1.611176470588235,-7.625588235294118,-3.0428235294117645
1.4549620964062223e+18,-0.71218,-9.5108,2.73174
1.4549620966562225e+18,-3.026607843137255,-2.510764705882353,3.319901960784314
1.4549620969062223e+18,4.03572,-8.19304,-5.023740000000001
1.4549620971562225e+18,-2.6817200000000003,-6.979279999999999,4.72986
1.4549620974062223e+18,-1.951058823529412,-9.927509803921568,2.7577450980392166
1.4549620976562225e+18,6.444352941176471,-8.494607843137254,-5.363686274509804
1.4549620979062223e+18,-5.468142857142856,-3.4687959183673462,4.711081632653062
1.4549620981562225e+18,2.1900588235294123,-11.521999999999998,0.6636666666666668
1.4549620984062223e+18,4.52448,-9.4937,-3.1068000000000007
1.4549620986562225e+18,-2.9827450980392163,-2.933803921568628,3.4336470588235293
1.4549620989062223e+18,-0.3732448979591836,-10.13473469387755,-0.5967755102040816
1.4549620991562225e+18,3.444686274509804,-11.71241176470588,0.2003333333333333
1.4549620994062223e+18,-2.653019607843137,-1.2477254901960784,3.7691372549019606
1.4549620996562225e+18,1.41994,-6.623419999999999,-4.3963
1.4549620999062223e+18,-0.0164081632653062,-8.759571428571428,3.66104081632653
1.4549621001562225e+18,-4.093579999999999,-4.26804,2.74444
1.4549621004062223e+18,6.275313725490196,-8.993294117647059,-4.291352941176471
1.4549621006562225e+18,-4.856120000000001,-4.58698,5.674459999999999
1.4549621009062223e+18,-0.6107199999999999,-10.86258,1.9691
1.4549621011562225e+18,6.936,-9.24444,-4.73446
1.4549621014062223e+18,-4.367607843137254,-3.5641372549019605,3.3572549019607845
1.4549621016562225e+18,0.3803137254901961,-9.35713725490196,1.5585490196078435
1.4549621019062223e+18,5.5029,-11.46874,-1.47656
1.4549621021562225e+18,-3.34948,-0.76772,3.2726800000000003
1.4549621024062223e+18,0.7432156862745097,-10.312588235294118,-1.7456862745098034
1.4549621026562225e+18,2.06068,-10.79832,1.53322
1.4549621029062223e+18,-2.941313725490196,-1.4419019607843138,3.685254901960785
1.4549621031562225e+18,2.9655,-7.756299999999999,-4.48916
1.4549621034062223e+18,-1.4927058823529409,-7.755156862745098,3.338509803921569
1.4549621036562225e+18,-4.692588235294117,-5.94686274509804,4.34178431372549
1.4549621039062223e+18,7.508632653061224,-8.508632653061225,-5.230734693877551
1.4549621041562225e+18,-5.499196078431373,-3.1534509803921567,5.055470588235294
1.4549621044062223e+18,1.26252,-11.6669,0.89376
1.4549621046562225e+18,5.366039215686275,-8.253745098039214,-3.631823529411765
1.4549621049062223e+18,-4.348897959183674,-3.151469387755102,3.1443877551020405
1.4549621051562225e+18,0.0026666666666667,-8.630176470588236,2.0885882352941176
1.4549621054062223e+18,4.305686274509803,-11.139980392156865,-0.829176470588235
1.4549621056562225e+18,-3.987320000000001,-0.8143399999999998,3.49886
1.4549621059062223e+18,2.60268,-9.45362,-2.44844
1.4549621061562225e+18,1.311235294117647,-12.485156862745097,0.9595686274509804
1.4549621064062223e+18,-3.67082,-2.595699999999999,3.53892
1.4549621066562225e+18,2.8588800000000005,-8.40294,-3.69192
1.4549621069062223e+18,0.3965400000000001,-8.88216,2.8283
1.4549621071562225e+18,-4.709254901960784,-4.193509803921569,3.43
1.4549621074062223e+18,6.876920000000001,-8.23096,-4.41164
1.4549621076562225e+18,-4.078450980392157,-5.596058823529412,5.096294117647059
1.4549621079062223e+18,-0.5318800000000001,-10.1047,1.4387
1.4549621081562225e+18,6.92848,-7.56442,-4.884440000000001
1.4549621084062223e+18,-5.237882352941177,-3.741333333333333,4.03643137254902
1.4549621086562225e+18,0.5748999999999996,-11.10472,3.15164
1.4549621089062223e+18,5.09984,-10.02096,-2.5594400000000004
1.4549621091562225e+18,-4.0084800000000005,-2.32644,4.20152
1.4549621094062223e+18,0.1836862745098038,-9.57286274509804,-0.8444313725490196
1.4549621096562225e+18,3.21268,-11.82954,0.96864
1.4549621099062223e+18,-2.79736,-2.06754,3.36474
1.4549621101562225e+18,2.918215686274509,-7.677823529411765,-2.653686274509804
1.4549621104062223e+18,-0.3230399999999999,-9.67072,2.85116
1.4549621106562225e+18,-4.90913725490196,-2.7830392156862747,3.93986274509804
1.4549621109062223e+18,6.29324,-8.53182,-4.14464
1.4549621111562225e+18,-3.776235294117647,-5.714960784313725,4.828333333333333
1.4549621114062223e+18,-1.5967254901960783,-10.372529411764706,2.8672745098039214
1.4549621116562225e+18,7.199300000000001,-8.4075,-5.37734
1.4549621119062223e+18,-6.09598,-3.06426,3.84838
1.4549621121562225e+18,0.26024,-11.255960000000002,2.76078
