Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
9.168650747,-0.4977264404,1.727343559,3.080209494,3.566390038
9.17368856,-0.714966774,1.780332565,2.758974552,3.360461592
9.178724706,-0.9362416267,1.840682983,2.362747908,3.138031215
9.183760851,-1.238301873,1.765005112,2.067946672,2.987480211
9.188797049,-1.607626796,1.560882568,1.806052089,2.877958035
9.193833195,-1.95693481,1.408214569,1.599799633,2.893444485
9.198869393,-2.091050863,1.321392059,1.51971674,2.903120675
9.20388632,-2.068182468,1.336098671,1.497462988,2.881828201
9.208922518,-1.981599092,1.40186882,1.542672157,2.876075197
9.213958716,-1.934633255,1.456318855,1.594778776,2.899480951
9.218994862,-1.965589523,1.382200241,1.613184929,2.894198558
9.224031008,-1.954965711,1.17240715,1.738815069,2.867038071
9.229067206,-2.005602121,1.087678909,1.882603049,2.95798572
9.234105278,-2.103214979,1.029658318,1.970158339,3.06026688
9.239141424,-2.119266987,1.091687202,1.877114296,3.034243166
9.244177622,-2.099309206,1.278358459,1.797612548,3.045112537
9.249213768,-1.97842145,1.483940125,1.582872391,2.936275657
9.254249914,-1.846548319,1.62189579,1.395601988,2.826303515
9.259286112,-1.621159911,1.677620888,1.266874552,2.654720782
9.264352518,-1.248212337,1.701248169,1.161198139,2.408456039
9.269388664,-0.880640626,1.775621414,1.035815954,2.236352837
9.27442481,-0.6449122429,1.871974945,0.9845199585,2.211217209
9.279461008,-0.5139901638,1.946928024,0.9328558445,2.219219378
9.284497153,-0.5163289309,2.100682259,0.8947544098,2.340950014
9.289533351,-0.660974741,2.194211006,0.8774132729,2.453834469
9.294567935,-1.014904976,2.194252968,0.8717095852,2.569952489
9.299604133,-1.597160697,2.275920868,0.8736588955,2.914449855
9.304640383,-2.209360838,2.410796165,0.876773119,3.385549374
9.309676633,-2.810859203,2.592110634,0.8509020805,3.917141987
9.314712831,-3.42000556,3.019079208,0.7235257626,4.618957331
9.319749081,-4.263134956,3.531663895,0.6299667358,5.571698808
9.324781685,-5.289162636,4.061146736,0.5762605667,6.693297427
9.329817883,-6.445075035,4.507965088,0.5875759125,7.887077209
9.334854133,-8.104606628,5.136424065,0.5093398094,9.608690224
9.339890383,-10.37172127,6.157702446,0.2845411301,12.06527518
9.344926633,-12.71660233,7.538165092,-0.1255722046,14.78349336
9.349962883,-14.98917103,9.331899643,-0.485478878,17.66338837
9.354992778,-17.15885544,11.42977047,-0.8594417572,20.63503363
9.360028976,-19.0128727,13.41003895,-1.013658524,23.28832275
9.365065226,-20.22690392,14.71293449,-0.9747052193,25.03094352
9.370101476,-21.38646126,16.11016464,-0.9881558418,26.79355486
9.375137726,-21.9387989,16.93825531,-0.9136657715,27.73175392
9.380173976,-21.6421814,16.89815331,-0.7259192467,27.46740904
9.385207831,-20.79648972,16.51873207,-0.3809189796,26.5613929
9.390244028,-20.13273048,16.29494858,0.06495475769,25.90089583
9.395280278,-19.80589485,16.25943375,0.3614859581,25.62758921
9.400316528,-19.83924484,16.12597656,0.5021858215,25.57136967
9.405352778,-20.09137535,15.65671825,0.5836758614,25.47816452
9.410389028,-20.27084541,14.65451336,0.6017923355,25.02047341
9.415401841,-21.12314034,13.05145264,0.3824419975,24.83291637
9.420438091,-23.03861618,10.82150269,-0.2038903236,25.45435772
9.425474341,-25.78185654,7.804831505,-0.776517868,26.94851575
9.430510591,-28.64238167,3.929674149,-0.9240865707,28.92546115
9.435546841,-31.52624893,-0.6926078796,-0.4228634834,31.53669119
9.440583091,-34.55620575,-5.498554707,0.9320678711,35.0033457
9.445647049,-37.58532333,-10.28730011,3.012604713,39.08402309
9.450683247,-39.71258926,-14.46315193,5.620275497,42.63636953
9.455719497,-39.79716492,-17.75924492,8.065757751,44.31999056
9.460755747,-37.56933594,-20.37236595,10.16249657,43.92908642
9.465791997,-33.03090286,-22.5891571,11.82524681,41.72705387
9.470828247,-25.54254532,-25.00105286,12.79701328,37.96363805
9.475860278,-14.31364632,-27.84911919,12.93893719,33.88023031
9.480896476,-0.5596186519,-30.92965126,12.01032543,33.18440021
9.485932726,13.57672691,-33.90788651,10.46407223,37.99432969
9.490968976,27.33380127,-36.24416351,8.169892311,46.12508234
9.496005174,39.52573395,-38.04965591,4.788826942,55.07261409
9.501041476,49.00188446,-40.11449814,0.4067454338,63.32869084
9.506080799,54.42989349,-42.40085602,-3.230601311,69.07157651
9.511116997,55.25000381,-43.05648804,-4.524768829,70.19186289
9.516153247,54.52083588,-40.22904587,-3.792881966,67.86224009
9.521189497,55.51242828,-35.19596481,-1.697775841,65.7515633
9.526225747,59.19191742,-29.65953636,0.4592504501,66.20862554
9.531261997,64.9908905,-23.08434677,1.526806831,68.98575254
9.536294289,70.82087708,-16.12703514,1.683605671,72.65337171
9.541330487,74.08483124,-9.921582222,2.14096117,74.77689301
9.546366737,74.05953979,-5.131127834,2.559696198,74.28119514
9.551402987,72.17580414,-0.8531754017,3.854721546,72.28370141
9.556439237,68.53674316,1.212684155,5.387562752,68.7588656
9.561475487,63.26006699,-0.5726079941,5.4320755,63.49544393
9.566524966,55.86671066,-5.045975685,2.937132359,56.17097095
9.571561164,46.75089264,-10.92414379,0.7725410461,48.01645239
9.576597414,36.49002838,-16.8652935,0.335723877,40.20041053
9.581633664,26.53383636,-21.89083481,1.091993809,34.41577504
9.586669914,18.55228424,-24.89969063,3.03549242,31.1992958
9.591706164,13.22581387,-26.11894417,6.314997673,29.94996815
9.596728039,10.14874935,-26.21224785,10.03253651,29.84511416
9.601764237,8.483221054,-25.55029106,12.85422325,29.83309351
9.606800487,7.504765511,-24.31071663,13.97779846,29.02949015
9.611836737,6.404989719,-22.56529236,13.61309624,27.12070614
9.616872987,4.840953827,-20.79450607,12.09355545,24.53773421
9.621909237,3.525211811,-19.08927727,10.18738174,21.92282764
9.626944445,3.092998505,-17.17306137,8.502257347,19.41053983
9.631980643,2.849615812,-14.96591568,6.991369724,16.76240415
9.637016893,2.233005047,-12.72014141,5.694662094,14.11444244
9.642053091,1.309736848,-10.69412041,4.558826447,11.6988256
9.647089393,-0.03679180145,-8.838108063,3.615036488,9.548926462
9.652125643,-1.84534657,-7.100941658,2.993220806,7.923890912
9.657160799,-3.85453558,-5.574729919,2.674921513,7.286306562
9.662196997,-5.857194901,-4.386262417,2.742853642,7.814683371
9.667233247,-7.982415199,-3.272573709,3.060856819,9.154099386
9.672269497,-10.05466175,-1.970000982,3.357497692,10.7819255
9.677305747,-12.1380825,-0.4563746452,3.410146713,12.61627621
9.682341997,-14.19674397,1.165914536,3.345813751,14.63220303
9.687377414,-15.99218655,2.928797722,3.36562109,16.60286999
9.692413612,-17.58722115,4.807479858,3.445811272,18.5552102
9.697449862,-18.85173416,6.468277454,3.160301208,20.17954404
9.702486112,-19.74526596,7.9621768,2.295661449,21.41359028
9.707522362,-20.36251831,9.332753181,0.4073300362,22.40308799
9.712558612,-20.74209785,10.29170227,-1.769151688,23.22248171
9.717595122,-21.33459473,11.64999676,-4.210351944,24.67011188
9.72263132,-22.72408867,13.53287601,-7.237250328,27.42080836
9.72766757,-23.92356682,15.467453,-10.7214222,30.4389232
9.73270382,-24.80960846,16.87685776,-14.64511204,33.3889848
9.73774007,-25.63852692,17.62124634,-18.78287888,36.34059608
9.742776268,-26.17256546,17.6310215,-22.40079117,38.69950319
9.747799653,-26.80596352,16.71924973,-24.90149498,40.22657634
9.752835903,-27.90041351,14.62841225,-26.02863503,40.86457341
9.757872153,-29.38586426,12.0431633,-25.36862183,40.64644848
9.762908403,-31.54697609,10.14013672,-23.21938705,40.46200697
9.767944601,-34.86245728,8.986833572,-20.66584778,41.51182204
9.772980851,-38.072052,7.951404095,-17.77788162,42.7639924
9.778029081,-39.97436905,6.709422112,-14.11289597,42.92016261
9.783065278,-40.10712814,5.390857697,-9.760262489,41.62818515
9.788101528,-38.9611702,4.325051785,-5.238408089,39.54895416
9.793137726,-37.8813591,3.945130348,-1.432253838,38.11315746
9.798174028,-37.54244614,4.125712395,0.9281067848,37.7798643
9.803210278,-37.46389771,4.406607628,1.800507069,37.76511152
9.80824606,-37.10388565,4.393905163,1.626207829,37.39851982
9.813282258,-36.74479294,4.061935425,0.851331234,36.97842469
9.818318508,-36.93675613,3.534477711,-0.4308261871,37.10797889
9.823354758,-37.5537529,2.575864792,-1.742584229,37.68230402
9.828391008,-38.32112122,0.8304891586,-2.734163284,38.42751218
9.833427258,-39.43650055,-1.748771906,-2.994841576,39.58869605
9.838461841,-40.68790054,-4.899347782,-2.1062994,41.03590326
9.843498039,-41.47883606,-8.201152802,-0.01567745209,42.28182818
9.848534289,-40.83000565,-11.14682388,2.546288967,42.40076215
9.853570539,-38.49988937,-13.57738113,4.441420078,41.06474123
9.858606789,-34.55441666,-15.87325478,5.519944191,38.42444159
9.863643039,-29.56214905,-18.21811867,6.641064167,35.3542676
9.868697726,-23.55930138,-20.67523766,8.33351326,32.43383383
9.873733976,-16.55223656,-23.15496254,9.928188324,30.14461392
9.878770226,-9.029628754,-25.71919632,10.98813629,29.38963072
9.883806424,-0.6042143703,-28.76184845,11.37350082,30.93485934
9.888842674,9.134230614,-32.23212051,11.24128914,35.33709585
9.893878872,19.79101753,-35.36103058,10.94989491,41.97602955
9.898910278,30.31734467,-38.96689987,10.28490829,50.43153787
9.903946528,40.522892,-44.65939331,9.688621521,61.0772918
9.908982778,52.44076538,-50.14599228,10.50346756,73.31423631
9.914019028,64.37493134,-50.65726852,13.77738571,83.06688267
9.919055226,72.56010437,-44.3789978,17.21434975,86.78017072
9.924091476,76.39741516,-35.02445221,16.91183853,85.72798597
9.929116112,76.11180878,-28.38276672,14.83823967,82.57579693
9.93415231,75.79006195,-22.78705215,12.1964941,80.07582472
9.93918856,75.65930939,-13.82342148,6.605899811,77.19492205
9.944224758,75.51836395,-4.116650581,-1.885694504,75.65398833
9.949261008,75.45033264,3.587990284,-9.585236549,76.14133654
9.95429731,75.41410828,8.305821419,-14.40780735,77.22602741
9.959331216,71.22309875,8.798603058,-16.48479843,73.63350998
9.964367414,61.3134079,4.475061417,-18.28603363,64.13843769
9.969403664,51.22175598,-3.266103745,-18.37823677,54.51692679
9.974439914,40.2466507,-12.33776665,-14.77116013,44.61166383
9.979476164,28.76106453,-20.11797714,-8.192902565,36.04241237
9.984512414,18.12365723,-25.03456116,0.156006813,30.90664236
9.989549133,9.344779968,-27.07909966,9.184677124,30.08256712
9.994585331,3.06449604,-26.63778496,17.02783203,31.7633403
9.999621581,-1.050168872,-25.16264153,21.91483116,33.3844456
10.00465783,-3.350639582,-23.45156479,23.29848099,33.2268249
10.00969408,-4.11932373,-21.28622818,21.69132996,30.66897673
10.01473033,-4.0202775,-18.512146,17.75855637,25.96591044
10.01976705,-3.445569992,-15.20682716,12.99364853,20.29666098
10.02480325,-2.784920692,-12.20204163,8.8060112,15.30331455
10.0298395,-2.08860445,-9.771383286,5.911693573,11.60992337
10.03487575,-1.10106802,-7.640657425,4.341207981,8.856527728
10.039912,0.1296115518,-5.657804012,3.902579784,6.874421748
10.0449482,0.8210988045,-3.958735466,3.996901989,5.685157451
10.04998419,0.9509649277,-2.920307159,4.438875675,5.397790794
10.05502038,0.6079708338,-2.433285713,5.104255676,5.687172752
10.06005663,-0.362742126,-2.12626791,5.522628784,5.928914383
10.06509288,-1.952720761,-1.759174466,5.664656639,6.244689585
10.07012913,-4.096056938,-1.266822934,5.429192543,6.917994974
10.07516533,-6.219545364,-0.7569904327,4.79143095,7.887559166
10.08020054,-8.058484077,-0.2711718082,3.898467541,8.956045385
10.08523674,-9.572213173,0.237146616,3.073974609,10.05648166
10.09027299,-10.79133415,0.9393768311,2.339882374,11.08198408
10.09530924,-11.99326134,1.801506996,1.703887463,12.24691706
10.10034544,-13.14387417,2.710959196,1.018237114,13.45910602
10.10538174,-14.20494652,3.556980371,0.01545715332,14.64352601
10.11042033,-14.9458313,4.203957558,-1.170033455,15.5698462
10.11545653,-15.38008595,4.784281731,-2.741307259,16.33864012
10.12049278,-15.62294292,5.393174648,-4.583241463,17.15134924
10.12552903,-15.44798565,5.858194351,-6.308646202,17.68495741
10.13056528,-14.89174271,6.068131447,-7.653156281,17.80890286
10.13560153,-13.77116585,6.261682987,-8.40050602,17.30381993
10.14063429,-12.08114719,6.894710541,-8.970622063,16.55183407
10.14567049,-10.71130562,7.690161705,-9.787145615,16.42129332
10.15070674,-10.10961628,8.608141899,-11.14407921,17.33479015
10.15574299,-10.109828,9.237667084,-13.32864094,19.1100964
10.16077924,-10.53624439,9.127555847,-15.57065773,20.89904552
10.16581549,-11.26722336,8.425579071,-17.24682236,22.2574389
10.17085038,-12.63984203,7.730414391,-18.73479462,23.88550696
10.17588658,-14.19025612,7.437530518,-20.66038132,26.14443698
10.18092283,-15.73451328,7.216583252,-22.56653595,28.44121177
10.18595908,-17.3515873,6.480242729,-24.15867805,30.44195876
10.19099533,-19.07723045,5.442908287,-25.23987579,32.10322885
10.19603158,-21.74140358,4.724172592,-26.04826736,34.25665875
10.20107257,-25.55805206,4.848213196,-26.78754425,37.3402159
10.20610877,-29.6322403,5.449084282,-26.91366386,40.39935008
10.21114502,-33.24896622,5.682401657,-26.06187439,42.62633857
10.21618127,-35.94573593,5.68584156,-24.5808773,43.91633244
10.22121752,-37.50679398,5.508584976,-22.77081299,44.22232498
10.22625377,-38.25926971,5.284855843,-20.61387253,43.77936912
10.23122861,-38.81851959,5.488251209,-18.18348503,43.21617166
10.23626486,-39.37301636,6.206700802,-15.85721493,42.89765515
10.24130111,-39.43369293,6.825755119,-13.7754612,42.3245839
10.24633736,-38.76253891,7.159179688,-12.03884983,41.21555752
10.25137356,-38.06722641,7.385739803,-10.90504265,40.28129633
10.25640981,-37.54758835,7.487455368,-10.35832691,39.66331195
10.2615034,-36.8778038,6.805607796,-10.02097797,38.81634592
10.2665396,-36.55916977,5.543583393,-9.208971024,38.1065527
10.27157585,-36.42781067,4.285511017,-7.434907913,37.42497629
10.2766121,-36.15705109,2.385674238,-5.203932762,36.60744051
10.28164835,-35.48551178,-0.6130943298,-2.744781494,35.59678716
10.28668455,-34.31786728,-4.111562729,-0.4197940826,34.56583848
10.29169773,-32.47185135,-7.214532852,1.007266998,33.27890024
10.29673398,-29.89344597,-10.13786125,1.456364632,31.59929336
10.30177023,-26.97604752,-13.51494789,1.213135719,30.19656693
10.30680648,-24.0471344,-18.07712936,1.243757248,30.10970294
10.31184273,-20.97684669,-23.8830471,2.414680004,31.87881296
10.31687898,-17.15942574,-30.22296906,4.309201241,35.02060772
10.32193674,-12.1690731,-37.13262177,6.16178894,39.55863474
10.32697288,-4.824239731,-44.24109268,8.038784027,45.2235516
10.33200903,7.08067131,-51.45056915,10.06770992,52.90232278
10.33704517,22.1732502,-60.64850616,12.09155941,65.69703291
10.34208127,37.42098999,-71.77734375,16.46474648,82.60390695
10.34711747,51.14022827,-80.9630661,24.43983078,98.83140366
10.35215939,61.88563919,-81.06072235,34.73279953,107.7359755
10.35719554,70.87630463,-65.59924316,46.42622375,107.154587
10.36223169,74.16768646,-42.96488953,55.22805023,101.9655088
10.36726783,73.79902649,-22.63323593,55.57967377,95.11918742
10.37230392,73.36954498,-2.196025848,45.71517563,86.47421548
10.37734007,73.20385742,15.56624222,31.27268791,81.11161229
10.38238517,73.06413269,26.50862503,18.61288261,79.92192494
10.38742132,73.03768921,28.21598625,8.457288742,78.75386757
10.39245747,73.09437561,20.07910919,-1.628894806,75.81959951
10.39749361,70.18982697,4.168539047,-12.12359905,71.3510349
10.40252971,54.91986084,-15.66579056,-18.13691521,59.92124666
10.40756585,36.00926971,-34.44392776,-16.65626335,52.54029667
10.41260549,18.25903702,-47.17119598,-9.641394615,51.49243297
10.41764163,3.77660799,-50.75717545,1.051000118,50.90833162
10.42267778,-5.11323452,-48.42456055,13.00366974,50.4001851
10.42771392,-7.793929577,-44.9300499,22.54434204,50.86946117
10.43275002,-6.961559296,-41.3033371,26.28865814,49.45222452
10.43778616,-5.524628639,-36.88713074,24.12416649,44.42023575
10.44281892,-4.575316429,-31.65126801,18.10662842,36.75032353
10.44785507,-3.857500553,-26.67823792,10.79471493,29.03677942
10.45289122,-3.191915989,-22.79436874,4.048784733,23.37015687
10.45792736,-2.276704073,-19.43330574,-0.3317956924,19.56902762
10.46296346,-1.573721528,-16.66369438,-1.499087334,16.80483778
10.4679996,-1.392772198,-14.30028534,0.01499843597,14.36795741
10.47303168,-1.916034222,-12.22294044,2.713115692,12.66619347
10.47806783,-3.218027592,-10.77980232,4.781184196,12.22372946
10.48310398,-5.224786758,-10.29131794,6.148114204,13.07703827
10.48814012,-7.64995575,-9.930177689,6.339323044,14.04696652
10.49317627,-10.53414631,-9.09192276,5.637648582,15.0138063
10.49821236,-13.34439087,-7.853212357,4.738175392,16.19246794
10.50319705,-15.6536293,-6.323906422,3.968969822,17.34302812
10.5082332,-17.1861248,-4.737767696,3.183101177,18.10915408
10.51326934,-17.79737473,-3.506754875,2.303822041,18.28528022
10.51830549,-17.52365112,-2.480234385,1.532449722,17.76452401
10.52334163,-16.90320015,-1.331915855,1.030664921,16.9868904
10.52837778,-16.1312027,-0.0906624794,0.5595612526,16.14115947
10.53345674,-15.18883705,1.075699806,0.1886987686,15.22805005
10.53849288,-14.06452751,2.097899437,-0.3736095428,14.22503779
10.54352903,-12.92971611,3.157591343,-1.136367798,13.35811639
10.54856512,-11.96282196,4.085843563,-2.252287865,12.84040605
10.55360127,-11.21326065,4.708974838,-3.38843441,12.62509985
10.55863741,-10.3935976,5.231128216,-4.265347481,12.39293196
10.56367413,-9.63129425,5.802219391,-4.964509964,12.29121385
10.56871028,-9.119493484,6.379760265,-5.391846657,12.36683116
10.57374642,-9.019515991,6.679291248,-5.49790287,12.49766123
10.57878257,-9.069076538,6.772498131,-5.340187073,12.51528978
10.58381866,-8.922216415,6.887338161,-5.250771523,12.43430635
10.58885481,-8.607868195,6.739302635,-5.283524513,12.14204374
10.5938934,-8.302562714,6.701457024,-5.286501884,11.90752602
10.59892955,-7.901580811,6.391124725,-5.61167717,11.6091505
10.60396564,-7.747134209,5.499525547,-5.883909225,11.17511778
10.60900184,-8.870524406,4.733623981,-6.716273308,12.09139059
10.61403794,-11.11963749,4.293940544,-8.797569275,14.81490764
10.61907408,-12.61908531,3.928810596,-11.59102154,17.57921065
10.62411236,-12.65318775,3.795036793,-13.5641098,18.93384639
10.62914851,-11.58863735,3.860591888,-14.26036072,18.77654316
10.63418465,-9.8209095,4.280779839,-13.57717419,17.29494141
10.6392208,-7.555451393,5.146463394,-11.99006844,15.07755525
10.64425689,-5.250117302,6.326593399,-10.28892517,13.17009859
10.64929304,-3.186321974,7.403099537,-8.762086868,11.90515421
10.65430372,-1.410564661,8.099214554,-7.494334698,11.1243886
10.65933991,-0.05879950523,8.276542664,-6.374854088,10.44717093
10.66437606,0.7613465786,7.930002689,-5.280256271,9.557494314
10.66941221,1.124826431,7.306188107,-4.047361851,8.427737365
10.6744483,1.339616299,6.506524563,-2.68540287,7.165251028
10.67948444,1.399176836,5.653235912,-1.142599106,5.93483823
10.68454695,1.282752991,4.868723392,0.2361159325,5.040404095
10.68958309,1.013305426,4.042892456,1.367368221,4.386509221
10.69461924,0.6558511257,3.334164143,2.200608969,4.04839117
10.69965533,0.3267214298,2.943748951,2.820246458,4.089767092
10.70469148,0.1146850586,2.880270004,3.191002607,4.300186694
10.70972762,0.1092982292,2.989331245,3.299633265,4.453720588
10.71476148,0.1326708794,3.111750126,3.264931917,4.512246761
10.71979762,0.1360194683,3.133216381,3.140001297,4.437922299
10.72483377,0.2692244053,3.115571022,2.773247004,4.179732469
10.72986991,0.6499340534,3.017026424,2.442270279,3.93567616
10.73490601,1.383510113,2.910485744,2.258618593,3.935274508
10.73994215,2.405265331,3.012063503,2.02686882,4.355000009
10.74497684,3.383895874,3.309775352,1.544677258,4.9790955
10.75001294,4.133069992,3.714415073,0.9685869217,5.64068325
10.75504908,4.762817383,4.072183609,0.3658590317,6.277018528
10.76008528,5.085855007,4.224806309,-0.2013440132,6.614790164
10.76512137,5.089037418,4.302007675,-0.7567071915,6.706577194
10.77015752,4.811474323,4.220808029,-1.237573624,6.518979526
10.77519762,4.238805294,3.999458313,-1.542892933,6.028569957
10.78023377,3.437857151,3.615993023,-1.767483234,5.293228156
10.78526991,2.536687374,3.195369244,-1.857183456,4.482666375
10.79030606,1.677461147,2.774263382,-1.81487751,3.71539952
10.79534215,0.9065966606,2.315140724,-1.614655495,2.964608987
10.8003783,0.2538137436,1.917173862,-1.3473773,2.356990162
10.80541523,-0.262919426,1.495293617,-0.9239606857,1.777282469
10.81045137,-0.6902463436,1.072279453,-0.3461771011,1.321386327
10.81548752,-1.094105959,0.8315281868,0.1071205139,1.378398266
10.82052366,-1.432117224,0.6710886955,0.489921093,1.65569999
10.82555976,-1.723805904,0.5632104874,0.7582893372,1.96563363
10.8305959,-1.784935236,0.568333149,0.9925704002,2.119951029
10.83562882,-1.687544584,0.6125965118,1.265450239,2.196462046
10.84066497,-1.457746506,0.7320928574,1.367239714,2.128457014
10.84570111,-1.04247427,0.8215093613,1.509425879,2.009974307
10.85073721,-0.5988316536,1.017117977,1.580282688,1.972415195
10.85577335,-0.2216632366,1.272812843,1.594267607,2.052041989
10.8608095,0.02716159821,1.50663662,1.680045605,2.256821856
10.86584596,0.2961277962,1.658352375,1.631070614,2.344827418
10.8708821,0.5424757004,1.744245529,1.547347546,2.393941682
10.87591825,0.7518658638,1.773386478,1.377699375,2.368175975
10.88095439,0.8385434151,1.776357174,1.269826651,2.339029626
10.88599049,1.022402287,1.824666977,1.177375793,2.400193695
10.89102663,1.432124615,1.944189072,1.132833481,2.667238976
10.89606309,1.883567572,2.215698242,1.195401669,3.144221787
10.90109919,2.214539528,2.528672695,1.13518858,3.547819616
10.90613538,2.373284578,2.739222527,0.8471035957,3.722016153
10.91117153,2.374927282,2.753663063,0.4026899338,3.658565162
10.91620762,2.155123472,2.662406445,0.008943557739,3.425353302
10.92124377,1.782729626,2.546266079,-0.2451763153,3.117965248
10.92628002,1.335535288,2.412388802,-0.2773923874,2.771321124
10.93131616,0.9580183029,2.285076618,-0.1269693375,2.481027092
10.93635231,0.7563648224,2.246389866,0.112654686,2.372982565
10.94138846,0.5260608196,2.316164017,0.384575367,2.406086854
10.94642455,0.1133832932,2.358504295,0.7060272694,2.464522832
10.9514607,-0.4171073437,2.515215874,0.9390318394,2.716996545
10.95649762,-0.8449821472,2.683969498,1.087440729,3.016656168
10.96153377,-1.223077655,2.781689644,1.229131699,3.277877508
10.96656991,-1.537019134,2.895036697,1.365053177,3.550638741
10.97160606,-1.779265761,2.933386803,1.48903513,3.740022781
10.97664215,-1.892575145,2.89485836,1.568462372,3.797646616
10.9816783,-1.862542987,2.877817154,1.718876123,3.834766365
10.98671455,-1.758243918,2.870330811,1.794877768,3.814683059
10.9917507,-1.731922269,2.853210449,1.883503199,3.832485996
10.99678684,-1.80925262,2.869587898,1.798824072,3.839752308
11.00182299,-1.865677953,2.792655945,1.656143904,3.744662078
11.00685913,-1.903499007,2.622548103,1.606552124,3.616915364
11.01189523,-1.994472384,2.545763016,1.506044388,3.567491993
11.01693195,-2.121887207,2.511837006,1.48846221,3.609328222
11.02196809,-2.099149227,2.532587051,1.41000104,3.578900331
11.02700424,-1.926578403,2.457304001,1.455113649,3.444909727
11.03204038,-1.651501775,2.388953209,1.597879887,3.314781392
11.03707648,-1.429053903,2.497270584,1.687630653,3.335663749
11.04211262,-1.285356879,2.576151848,1.707515001,3.347283694
11.04714939,-1.198485255,2.577529907,1.599867105,3.261840291
11.05218549,-1.18016994,2.41276741,1.548704863,3.100441003
11.05722168,-1.338358521,2.068016052,1.594982624,2.934597672
11.06225783,-1.695507646,1.785500526,1.518350601,2.89277494
11.06729392,-1.994670987,1.572537422,1.334849596,2.869391875
11.07233007,-2.200644016,1.40995121,1.06335783,2.821617688
11.07736601,-2.376021385,1.297468185,0.8659505844,2.842318021
11.08240215,-2.459063053,1.222893715,0.7274467945,2.841063001
11.0874383,-2.418816566,1.150314331,0.6931927204,2.766660946
11.09247444,-2.348753691,1.154034615,0.7776422501,2.730048948
11.09751054,-2.052184105,1.166761398,0.7077906132,2.46449981
11.10254668,-1.617311358,1.121382713,0.5796556473,2.051632494
11.10756205,-1.148531795,1.115457535,0.5506353378,1.69309482
11.1125982,-0.503862381,1.146055222,0.6225781441,1.398185759
11.11763434,0.0757856369,1.243867874,0.7881097794,1.474472033
11.12267049,0.4449570179,1.459300995,0.8660683632,1.754314838
11.12770658,0.3933265209,1.649186134,0.6278786659,1.807969103
11.13274273,-0.1149590015,1.675410271,-0.1047067642,1.682610666
11.13780007,-0.7094922066,1.548634529,-1.031126022,1.991197873
11.14283622,-1.273466945,1.357904434,-1.92139101,2.675325387
11.14787231,-2.004042625,1.161500931,-2.918512821,3.725988237
11.15290851,-2.976767778,1.0109272,-4.021462917,5.104437697
11.15794465,-3.963099957,1.00260067,-5.220578194,6.630671613
11.16298075,-4.812214375,1.320342064,-6.597920895,8.272440419
11.16802007,-5.630354881,1.651746273,-8.068216324,9.976235587
11.17305622,-6.665079117,1.859733105,-9.474119186,11.7320425
11.17809236,-7.723841667,2.288689137,-10.85179901,13.51507935
11.18312851,-8.691993713,3.261424541,-12.21333599,15.34122618
11.1881646,-9.295657158,4.656041145,-13.27544403,16.86195052
11.19320075,-9.837197304,5.888902187,-13.63719368,17.81635965
11.19823491,-11.09024239,6.903978348,-13.23338509,18.59518416
11.20327106,-13.57251167,8.394656181,-12.76586342,20.43650152
11.20830721,-17.16956711,10.32915878,-12.57793427,23.65776799
11.21334335,-21.04995918,12.54042244,-12.18638134,27.36550505
11.21837944,-24.62983322,14.60637665,-11.44068718,30.83608676
11.22341559,-28.32219505,16.04510117,-11.10441971,34.39331535
11.22845101,-32.34141159,16.65457726,-12.29960537,38.4008091
11.23348715,-36.4778862,16.23060799,-15.531147,42.84023044
11.2385233,-40.07854843,14.82320404,-20.07802773,47.2138181
11.24355944,-42.23402023,12.85706997,-24.48062706,50.48086583
11.24859554,-42.8446846,10.59437466,-27.57096863,52.03908227
11.25363168,-42.49552536,8.455038071,-29.11156082,52.20000304
11.25867101,-41.37556458,6.212801456,-29.10858154,50.96906675
11.26370715,-38.39240265,3.575335503,-27.26548576,47.22463678
11.2687433,-34.27914429,0.8971796036,-24.49637985,42.14187099
11.27377944,-29.44348717,-1.497114658,-21.64396477,36.57350817
11.27881554,-23.84060669,-3.781372309,-18.90147018,30.65842264
11.28385168,-18.61084175,-6.216906071,-16.31688118,25.51967796
11.28888747,-14.52799606,-9.552663803,-13.89945602,22.26007487
11.29392361,-11.46628761,-14.5211544,-11.24815941,21.653193
11.29895976,-8.656047821,-20.80315018,-8.462856293,24.06902902
11.30399585,-4.534413338,-27.91000366,-5.119896889,28.73573651
11.309032,1.273505449,-36.06735229,-0.4379353523,36.09248544
11.31406814,8.89969635,-45.84440613,5.689824104,47.04559774
11.31910356,18.92552185,-59.49487305,11.46620941,63.47668276
11.32413971,29.68683815,-78.95670319,14.85881424,85.65193342
11.32917585,40.4838829,-85.2907486,18.75708389,96.25634923
11.334212,53.54040909,-85.11035919,26.70684242,104.0365517
11.33924809,68.30397797,-80.80443573,35.79786301,111.6972571
11.34428424,71.89133453,-64.01454163,43.88233948,105.7917069
11.34932965,71.49918365,-49.50811768,55.14673233,102.9774202
11.3543659,71.11753845,-34.73033905,63.15702438,101.2556688
11.35940205,70.98107147,-17.86758041,61.42351913,95.55318749
11.36443835,70.81090546,-8.272015572,51.58940506,88.00043913
11.36947455,70.73801422,-9.730711937,38.82022095,81.27461452
11.37451075,70.074646,-20.61698532,24.52466774,77.05177106
