Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
5.099414862,8.949149132,-25.07436562,63.82122803,69.15171891
5.10445106,11.19558716,-26.78014183,59.92337418,66.58324069
5.109487258,12.49847412,-28.41279984,55.4330864,63.5320873
5.114523456,13.38173294,-29.74860764,50.92716599,60.47831568
5.119559601,14.19055462,-31.1217823,47.25082397,58.33161699
5.124591476,15.34828854,-32.69116211,44.39710999,57.23098301
5.129627622,16.87265778,-34.48007965,41.69880295,56.67762028
5.13466382,18.28380394,-36.46894836,39.066082,56.48398396
5.139700018,19.04356194,-38.45105743,36.52626801,56.34988308
5.144736216,20.02210617,-39.92711258,33.49587631,55.83039302
5.149772362,21.51554489,-40.32259369,30.02523232,54.68404529
5.154801685,23.34237289,-39.19146729,25.92492104,52.4684573
5.159837883,24.81134796,-36.93687057,21.56942749,49.44871685
5.164874081,25.05326843,-34.25221252,17.07666969,45.7437752
5.169910226,23.37064171,-31.57782745,12.87665939,41.34192107
5.174946424,20.67690086,-29.86758423,9.589485168,37.5708004
5.179982622,17.58731651,-30.49239349,7.564959049,36.00456039
5.185026685,13.47643661,-34.03817368,6.836275101,37.24172751
5.190062831,8.163233757,-39.47106934,6.732889652,40.86484434
5.195099028,2.062026024,-45.36159897,6.488523483,45.86968007
5.200135226,-3.398084402,-50.13518524,5.288887501,50.52777561
5.205171372,-7.565246105,-53.04222107,2.789544821,53.6515771
5.21020757,-9.80347538,-53.75022125,-0.7426145077,54.6419792
5.215248456,-10.34072495,-52.62116241,-4.735822678,53.83628277
5.220284601,-9.449911118,-50.47427368,-8.422895432,52.03747007
5.225320799,-7.46382761,-47.77219391,-11.15316772,49.62141054
5.230356997,-5.46818161,-44.71530914,-12.77557659,46.82494249
5.235393195,-3.726431847,-41.65750885,-12.8092289,43.74140696
5.240429341,-1.98875308,-38.72918701,-11.33325672,40.40232386
5.245464237,-0.09338641167,-35.7913208,-8.99227047,36.90377073
5.250500383,1.454451799,-32.85211182,-6.161540985,33.45655792
5.255536581,2.466302633,-30.25830078,-3.261627674,30.53335275
5.260572778,2.812680483,-28.36012459,-0.3623869419,28.50156421
5.265608924,2.426874638,-27.00405312,2.180349827,27.20041416
5.270645174,1.506540775,-25.92396545,3.822210312,26.24749401
5.27567981,0.2795748711,-24.97381592,4.738887787,25.42098938
5.280715956,-0.9831873178,-23.88384247,5.042164803,24.43006374
5.285752153,-2.14026165,-22.78685951,4.917160034,23.40940301
5.290788351,-2.992661476,-21.76076508,4.59837532,22.44174626
5.295824549,-3.396332741,-20.78555298,4.307422161,21.49716666
5.300860695,-3.372453928,-19.91557312,4.102449417,20.61149168
5.305897935,-3.18389225,-19.1883831,4.208991051,19.90092514
5.310934081,-3.002370358,-18.37129974,4.684009552,19.19528139
5.315970278,-2.549354076,-17.41129684,5.505745888,18.43815885
5.321006476,-1.754222512,-16.33189583,6.509651184,17.66872028
5.326042674,-0.6573917866,-15.04910469,7.684803963,16.910468
5.33107882,0.7086886168,-13.71366501,9.022747993,16.43097164
5.336109601,2.312336445,-12.24184895,10.43634319,16.25198525
5.341145747,3.861365795,-10.61490154,11.497859,16.1179106
5.346181945,5.19383812,-8.843045235,12.07424927,15.84180857
5.351218143,6.358674049,-7.056329727,12.3017025,15.5420851
5.356254341,7.325209141,-5.432454109,12.34902859,15.35150656
5.361290487,7.990200996,-3.930981159,12.13390541,15.05083338
5.366332935,8.405337334,-2.640532017,11.6504612,14.60668857
5.371369081,8.602725983,-1.592042446,11.08986664,14.12538975
5.376405278,8.47444725,-1.055332184,10.46555042,13.50769143
5.381441476,8.236783028,-0.615281105,9.915966988,12.90540843
5.386477674,7.773231506,-0.4267225266,9.580407143,12.34461102
5.39151382,7.239474297,-0.4503641129,9.368314743,11.848128
5.396548195,6.611262321,-0.6710157394,9.350856781,11.47159859
5.401584341,5.943310738,-0.7817811966,9.539438248,11.26654368
5.406620539,5.508488655,-0.533908844,9.658891678,11.13205706
5.411656737,5.417690277,0.1005191803,9.683150291,11.09616473
5.416692935,5.852166653,1.007856369,9.648114204,11.32915428
5.421729081,6.693150997,2.040904999,9.502105713,11.80057526
5.426761945,7.447897434,3.097975731,9.237863541,12.26404308
5.431798091,8.016497612,4.259673119,8.96659565,12.75965856
5.436834289,8.341566086,5.377061844,8.83757019,13.28898663
5.441870487,8.475180626,6.177323341,8.729211807,13.64504119
5.446906685,8.447254181,6.527017593,8.677923203,13.75734033
5.451942831,8.248783112,6.49858284,8.744920731,13.66556403
5.456980591,7.877374172,6.262573242,8.886364937,13.42536142
5.462016737,7.399111748,5.92454052,9.100431442,13.1402012
5.467052935,6.883793831,5.558891296,9.316236496,12.84835213
5.472089133,6.484335423,5.280367851,9.518797874,12.67029611
5.477125331,6.18420887,5.171953201,9.552557945,12.4997961
5.482161476,5.929710388,5.134654999,9.651258469,12.43675751
5.487197466,5.522365093,5.272928238,9.597883224,12.26456892
5.492233612,4.809468746,5.530863762,9.318992615,11.85601396
5.49726981,3.917686224,5.733428001,8.793382645,11.2046437
5.502306008,3.070527554,5.85453701,8.205467224,10.53724041
5.507342206,2.416658163,5.995118141,7.581495762,9.962969246
5.512378351,1.892254591,6.109775543,6.995811939,9.478996219
5.517414289,1.467610836,6.27484417,6.415483475,9.093183113
5.522450435,1.168110132,6.501824379,5.939547062,8.883491478
5.527486633,1.086652517,6.71632576,5.635176659,8.834311596
5.532522831,1.188221693,6.710055351,5.322454453,8.646689251
5.537559028,1.397535324,6.653324127,4.849680424,8.351001565
5.542595174,1.72069478,6.704443932,4.239749908,8.117009193
5.547617362,1.99176836,6.966586113,3.644425869,8.110629025
5.55265356,2.316665649,7.499920845,3.141381741,8.454822982
5.557689758,2.780169487,8.199001312,2.966581345,9.151697644
5.562725903,3.228044271,8.867386818,2.896443844,9.871180565
5.567762101,3.595888853,9.38020134,2.934934139,10.46577432
5.572798299,3.912988663,9.602927208,3.009482384,10.79743837
5.57784856,4.011048794,9.559257507,3.14859724,10.83427806
5.582884706,3.7814641,9.447484016,3.242209911,10.68018493
5.587920903,3.174587011,9.240959167,3.199860573,10.28165535
5.592957101,2.457954884,8.813148499,3.170260429,9.683164765
5.597993299,1.805328131,8.05479908,3.196135044,8.851795134
5.603029445,1.045736551,7.148673058,3.255631447,7.924407078
5.608065383,0.5805039406,6.425756454,3.309758186,7.251332987
5.613101528,0.231300354,5.73328495,3.544719219,6.744560069
5.618137726,-0.4096996784,5.224476814,3.944075108,6.5588673
5.623173924,-1.239538431,4.825137138,4.316087246,6.591434824
5.628210122,-1.904091001,4.427289963,4.625509262,6.679954707
5.633246268,-2.211924553,4.107160568,4.667251587,6.598834407
5.638282987,-2.440712929,3.79738903,4.425365448,6.321479447
5.643319133,-2.758294344,3.545789719,4.00595665,6.019011638
5.648355331,-3.038770199,3.466964722,3.563938379,5.827145568
5.653391476,-3.345289469,3.483819008,3.091766596,5.734716836
5.658427726,-3.685493946,3.471704483,2.662621737,5.720590193
5.663463872,-3.964189053,3.268237114,2.193377018,5.586328975
5.668510956,-4.184340477,2.996070862,1.818513393,5.458217365
5.673547153,-4.381758213,2.734941483,1.568085194,5.398018259
5.678583351,-4.579962254,2.456661224,1.271180153,5.350433403
5.683619497,-4.716389656,2.16186142,0.9458811283,5.273771638
5.688655695,-4.834115028,1.860858917,0.7344558239,5.231719543
5.693691893,-4.796313763,1.50623703,0.5877788067,5.061507644
5.698720331,-4.753276348,1.174954414,0.6121206284,4.934454943
5.703756476,-4.768958092,0.9101028442,0.6989543438,4.905077537
5.708792674,-4.854959965,0.6210699081,0.741358757,4.950351189
5.71382882,-4.889023781,0.3034315109,0.8454928398,4.970863341
5.718865018,-4.88044405,-0.08090877533,0.9977328777,4.982042879
5.723901216,-4.817255974,-0.3858327866,1.113032222,4.959199813
5.728949445,-4.620300293,-0.7168712616,1.171561956,4.820128278
5.733985591,-4.925673485,-0.5501651764,1.410987854,5.153234686
5.739021789,-5.074761868,-0.5421552658,1.53190887,5.328591289
5.744057935,-4.891580582,-0.5609903336,1.577719688,5.170248558
5.749094133,-4.558744431,-0.6307649612,1.527892232,4.849172083
5.754130331,-4.245494366,-0.7473173141,1.561087012,4.584724445
5.759159653,-4.132998466,-0.7005796432,1.740888119,4.539072549
5.764195799,-4.230273724,-0.5031023026,1.923500299,4.674203794
5.769231997,-4.37704277,-0.3966388702,2.030888796,4.841521983
5.774268195,-4.377904892,-0.3519897461,2.113850832,4.874250031
5.779304393,-4.288386345,-0.440621376,2.03325367,4.766395402
5.784340539,-4.089283466,-0.4733161926,1.92697823,4.545273654
5.789375695,-3.830271959,-0.4240541458,1.758554935,4.235955696
5.794411841,-3.757608414,-0.3647842407,1.597249031,4.099255176
5.799448039,-3.796808958,-0.3601369858,1.435020566,4.074891525
5.804484237,-3.857099771,-0.3764753342,1.170221686,4.048255318
5.809520435,-3.941549063,-0.406416893,0.8761832714,4.058162248
5.814556581,-3.995686531,-0.5001211166,0.6663874388,4.081630092
5.819578143,-4.194989204,-0.5856561661,0.4509899616,4.259614949
5.824614341,-4.451710701,-0.5815372467,0.1031121612,4.490717744
5.829650487,-4.479587555,-0.5667514801,-0.1242822409,4.517007635
5.834686633,-4.391566277,-0.6013126373,-0.3467771411,4.446086553
5.839722831,-4.427056313,-0.6470899582,-0.4376267195,4.495449939
5.844759028,-4.559566975,-0.6612005234,-0.3035713434,4.617249472
5.849810174,-4.545025349,-0.6270265579,0.02938193083,4.588167502
5.85484632,-4.240287781,-0.5757379532,0.4037192464,4.298197748
5.859882518,-3.611887932,-0.4643545151,0.8735981584,3.744934351
5.864918716,-2.905301094,-0.252497673,1.460719585,3.261630149
5.869954914,-2.33671999,0.04275131226,1.97399807,3.059208454
5.874991112,-2.031513691,0.3254833221,2.300797224,3.086528007
5.87999856,-1.862330556,0.5503511429,2.348691702,3.04754232
5.885034758,-1.628025413,0.7607059479,2.255192995,2.883580366
5.890070956,-1.422596812,1.018878937,2.198542595,2.80989066
5.895107153,-1.351642251,1.267371178,2.07913518,2.784954142
5.900143351,-1.415249467,1.441536903,1.812066793,2.713769659
5.905179497,-1.585171342,1.629984856,1.362656593,2.650745519
5.910237518,-1.854313731,1.844636917,0.893322885,2.763908563
5.915273664,-2.269217491,2.009038925,0.4388608932,3.06238213
5.920309862,-2.668005466,2.068553925,0.05239510536,3.376375831
5.92534606,-3.176095963,2.258132935,-0.1291543245,3.899157698
5.930382258,-3.746361256,2.534986496,-0.408619523,4.541844241
5.935418403,-4.190296173,2.908891678,-0.7514846325,5.156060702
5.940454914,-4.347874641,3.343956947,-1.047122478,5.584131754
5.94549106,-4.248006821,3.739719391,-1.249497414,5.795887064
5.950527258,-3.988873243,4.15144062,-1.407944918,5.926877582
5.955563456,-3.81447196,4.665463448,-1.696141958,6.260482654
5.960599653,-3.94188261,5.198064804,-2.318898916,6.923554608
5.965635799,-4.415620804,5.701726913,-3.286281109,7.9250893
5.970675174,-5.018863201,6.191058159,-4.623059273,9.213623934
5.97571132,-5.652495861,6.446043015,-5.986506462,10.4565979
5.980747518,-6.484148026,6.57950592,-7.267387867,11.75368028
5.985783664,-7.191085339,6.904601097,-8.312975883,12.98040033
5.990819914,-7.638590813,7.424726486,-8.878177643,13.86710753
5.99585606,-8.029801369,8.069137573,-8.845310211,14.41624791
6.000886997,-8.615424156,8.780204773,-8.586432457,15.00147831
6.005923143,-9.154242516,9.377010345,-8.234615326,15.47699482
6.010959341,-10.01629353,9.858494759,-7.622004509,15.98783937
6.015995539,-10.57826233,10.12559795,-6.751187325,16.12469839
6.021031737,-10.86536407,10.25672245,-5.296543598,15.85275579
6.026067883,-11.17041397,10.66333866,-3.48237443,15.83072555
6.031106424,-11.96104908,11.43894768,-1.802803516,16.64831281
6.03614257,-13.23861313,12.65563583,-0.5228877068,18.32210161
6.041178768,-14.9763279,13.73691082,-0.1986002922,20.32320246
6.046214966,-17.13065529,14.13231754,-1.206293106,22.24043374
6.051251164,-19.38934135,13.76894569,-3.578054428,24.04855291
6.05628731,-22.25392151,12.71292591,-6.913737297,26.54534368
6.061319549,-26.3033638,10.97334003,-11.30122566,30.65940052
6.066355747,-31.56896019,8.758646011,-16.37873459,36.62753164
6.071391893,-37.27437592,5.840312004,-21.07456589,43.21603489
6.076428091,-42.17821121,1.840312958,-24.01282501,48.56957914
6.081464289,-46.0944252,-2.48026228,-25.04557037,52.51788582
6.086500487,-49.15451813,-6.589939594,-24.69875145,55.40417204
6.091540435,-51.64836121,-10.11352444,-23.02331161,57.44483849
6.096576581,-53.00544357,-13.2625885,-19.95802307,58.17040473
6.101612778,-52.61341858,-16.20594215,-15.67757702,57.24151288
6.106648976,-50.44411087,-19.51575279,-11.33779812,55.26317576
6.111685122,-46.43857193,-23.74860764,-7.648884773,52.71662703
6.11672132,-40.15444183,-28.28005981,-5.002776146,49.36768934
6.121755435,-31.76638412,-32.03211975,-3.396049976,45.24039137
6.126791581,-21.7602787,-34.5556221,-3.402572155,40.97777746
6.131827778,-11.10068512,-36.7517662,-5.192008495,38.74112132
6.136863976,0.5894448757,-38.86984253,-7.532457352,39.59734861
6.141900174,15.29042053,-40.55989075,-8.966547966,44.26398852
6.14693632,31.68402863,-43.08085251,-8.600093842,54.16455609
6.151973091,45.07550049,-47.65815353,-5.882549763,65.86125366
6.157009237,54.72987747,-51.32386017,-1.784891129,75.05120883
6.162045435,64.53672028,-53.90629578,1.373265743,84.09971966
6.167081633,74.25971985,-56.05289841,3.294007063,93.09824861
6.172117831,73.96218109,-51.40452576,9.701146126,90.5921726
6.177153976,73.36489105,-38.63936615,23.51713181,86.18853371
6.182194081,73.13681793,-27.29161644,40.51001358,87.94821013
6.187230226,72.89042664,-17.64397049,54.45408249,92.67993898
6.192266424,72.69149017,-8.76263237,59.8840332,94.58823342
6.197302622,72.56447601,-1.735013962,56.94646072,92.25786059
6.20233882,72.52132416,-0.007005691528,52.30223083,89.41401376
6.207374966,72.54985809,-5.403495312,46.00259781,86.07507581
6.212418091,71.71870422,-15.18211555,35.2665863,81.34986956
6.217454341,57.91215515,-26.42541885,22.38426208,67.47722331
6.222490539,35.90184784,-35.59101486,14.04776764,52.4690651
6.227526789,19.64216042,-40.13055801,11.17390728,46.05575269
6.232562987,11.04554939,-40.90569305,10.90293121,43.75104336
6.237599237,8.454154015,-39.03024292,11.73768997,41.62458346
6.242625487,8.670509338,-35.59705734,12.75002384,38.79292889
6.247661685,9.459395409,-31.97703552,12.77617645,35.71052572
6.252697935,9.317092896,-28.90772057,11.64309311,32.52731384
6.257734133,7.738875866,-26.26628494,9.843943596,29.09830149
6.262770331,5.060916901,-23.68510437,7.507894039,25.35676481
6.267806581,1.673695087,-21.78406906,5.170646191,22.45178171
6.272852883,-1.578878284,-20.53116226,3.965592146,20.97015502
6.277889133,-4.352043152,-18.77721596,3.865791321,19.65880111
6.282925331,-6.698530197,-16.08082962,4.419896126,17.97216931
6.287961581,-9.132478714,-13.36435986,5.084635735,16.96649057
6.292997778,-11.6588316,-10.93513203,5.450929165,16.88840121
6.298034028,-13.83692265,-8.890650749,5.372298241,17.30218736
6.303059445,-15.94836617,-7.158823967,4.792718887,18.12648058
6.308095643,-18.18704796,-5.4363451,3.607385874,19.32189935
6.313131841,-21.07094574,-3.750401974,1.479401588,21.45317921
6.318168091,-24.89934349,-1.761435986,-1.890760422,25.03307688
6.323204341,-29.08493423,0.2905445099,-6.072033882,29.7134214
6.328240539,-32.63928223,1.705643654,-10.63249016,34.3697805
6.33327606,-34.91614151,2.859480381,-15.30113602,38.22876312
6.338312258,-36.1961937,4.283341885,-19.65119743,41.40870701
6.343348508,-36.96700287,6.5070467,-23.40814781,44.23621075
6.348384706,-37.41778564,9.249109268,-26.72808456,46.90444765
6.353420956,-37.40073395,11.40312767,-29.71638489,49.11119782
6.358457153,-37.72368622,12.0893116,-32.71728134,51.37750924
6.363493612,-38.54624176,11.47516823,-35.60762405,53.7158741
6.368529862,-38.68021011,9.953063965,-37.82693481,55.00999122
6.37356606,-37.6176796,8.106624603,-38.72715759,54.59487078
6.37860231,-36.18751144,6.904663563,-38.3061676,53.14671053
6.383638508,-35.26621246,6.571472645,-37.14723206,51.64113519
6.388674706,-35.05997086,6.808201313,-36.45369339,51.03356663
6.393709706,-34.90076828,7.550478935,-36.59011078,51.12640771
6.398745903,-33.72262955,8.297842026,-36.67960358,50.51201089
6.403782153,-30.62862015,8.981241226,-36.00629044,48.11681636
6.408818351,-26.55996323,10.27952671,-34.98744965,45.11343424
6.413854549,-23.45967102,12.16566277,-34.63441849,43.56492234
6.418890799,-22.54680824,13.8976593,-35.67819214,44.43463616
6.423924497,-23.06865883,14.63473892,-37.1460228,46.1103634
6.428960695,-23.75319481,13.85285568,-37.95013428,46.86500364
6.433996945,-24.60530663,11.84033775,-38.17971039,46.93937577
6.439033143,-25.7451992,9.429460526,-37.8995018,46.77715516
6.444069393,-26.84660339,6.513412476,-36.69672394,45.93271387
6.449105591,-27.68203163,2.318425179,-34.09544754,43.9791941
6.454144758,-29.12251091,-3.273900509,-30.02502632,41.9564211
6.459180956,-32.03039932,-9.53925705,-24.65959167,41.53359324
6.464217206,-35.94177246,-16.20915794,-18.26641846,43.4535367
6.469253403,-39.25275803,-22.78749847,-10.95762062,46.69173962
6.474289601,-39.81863785,-28.79645348,-4.155950069,49.31563214
6.479325851,-37.56481171,-34.73976517,-0.4055571556,51.16767377
6.48436106,-31.49379921,-40.49337006,0.03656005859,51.29886689
6.489397258,-20.71458817,-45.53459549,-1.922279358,50.06184882
6.494433508,-6.459139824,-49.92581177,-4.226597786,50.51901916
6.499469706,10.51095772,-55.94159317,-3.65798378,57.03790778
6.504505956,28.31482506,-65.33939362,1.34304285,71.22337706
6.509542153,45.12825775,-75.43363953,9.535404205,88.41785766
6.514581008,59.3428688,-82.39556885,19.98023605,103.4882393
6.519617206,70.71212769,-83.84324646,30.94140625,113.9616848
6.524653456,73.83908081,-74.84095764,41.71178436,113.1072577
6.529689653,73.40761566,-55.05665588,53.85715103,106.397867
6.534725903,72.9458313,-37.28364944,64.91056824,104.5205563
6.539762101,72.7470932,-28.98747826,72.23529816,106.5380297
6.544795539,72.54425812,-16.79078102,67.62446594,100.5866199
6.549831737,72.42796326,-0.8068418503,53.26895523,89.91130322
6.554867987,72.40314484,1.63111639,36.40151596,81.05520518
6.559904185,71.15649414,-8.560703278,19.13485909,74.18001841
6.564940435,56.54685211,-21.14666367,4.061607838,60.5080534
6.569976633,34.67588043,-31.7460556,-5.810692787,47.37080199
6.575013768,15.38531494,-38.20023727,-8.470060349,42.04411928
6.580049966,1.92216301,-38.43287277,-4.629641056,38.75840549
6.585086216,-3.26231122,-34.64673615,2.201131821,34.86952798
6.590122414,-2.180504322,-30.63146591,7.947377682,31.72068907
6.595158664,1.676524878,-27.43651962,10.38669014,29.38463334
6.600194862,4.69110775,-24.10344315,9.641853333,26.38082256
6.605229758,5.201542854,-20.55781937,6.473457336,22.17173054
6.610265956,3.921177149,-17.8778801,2.136606693,18.42713529
6.615302206,1.802783251,-16.05102348,-1.55914259,16.227024
6.620338403,-0.4858124256,-14.8003788,-3.66999054,15.25634481
6.625374653,-2.580337763,-13.4885273,-4.173096657,14.35316158
6.630410851,-4.57922554,-11.794384,-3.352789879,13.08885024
6.635447674,-6.525539398,-9.99770546,-1.910282612,12.09073854
6.64048382,-8.298704147,-8.213037491,-0.8137907982,11.70404763
6.645520122,-10.31510735,-6.450153351,-0.4224948883,12.17310231
6.65055632,-12.49677277,-4.613116264,-0.5336270332,13.33172641
6.65559257,-14.46759224,-2.733883381,-0.9883775711,14.75676908
6.660628768,-15.66868591,-0.9979262352,-1.647554398,15.78664025
6.665666633,-16.00348663,0.5614819527,-2.360611916,16.18639351
6.670702831,-15.91169834,2.09635067,-3.052317142,16.33687455
6.675739028,-15.305233,3.444150448,-3.857069016,16.1551636
6.680775278,-14.51620197,4.607188225,-4.970053673,16.02022898
6.685811528,-13.97918797,5.646386623,-6.312256336,16.34453909
6.690847726,-13.37079239,6.346310139,-7.662889957,16.66654205
6.695880331,-12.38967228,6.671094418,-8.817430496,16.60585922
6.700916528,-11.13950348,7.135110378,-10.23467636,16.72563715
6.705952778,-10.04923058,7.761151791,-11.70687103,17.27059182
6.710988976,-9.497538567,8.397659302,-13.19874001,18.30111085
6.716025226,-9.366862297,8.795591354,-14.54756355,19.40958892
6.721061424,-9.282753944,8.842258453,-15.71150017,20.27822213
6.726098299,-9.031947136,8.616687775,-16.41927147,20.62561158
6.731134497,-8.754776955,8.253417015,-16.69108009,20.57564499
6.736170747,-8.119642258,7.950053692,-16.5151062,20.04696179
6.741206945,-7.41668129,7.842262745,-16.00342178,19.30330943
6.746243195,-7.216885567,7.707214832,-15.2360239,18.53701762
6.751279393,-7.352621078,7.596055508,-14.45184326,17.90577755
6.756318456,-7.519575119,7.285583973,-13.66353989,17.21383357
6.761354653,-7.528735638,6.582717419,-12.81556511,16.25585242
6.766390903,-7.56137991,5.735590935,-11.94808388,15.25870826
6.771427101,-7.622588634,5.119092941,-11.14666748,14.44150844
6.776463351,-7.536194324,4.794114113,-10.34367561,13.66635944
6.781499549,-7.10172081,4.76335144,-9.744073868,12.96421733
6.78653356,-6.009326935,4.937546253,-9.001347542,11.89603425
6.791569758,-4.345972061,5.322202206,-8.082881927,10.60878361
6.796606008,-2.560051441,5.733070374,-6.887401104,9.319777533
6.801642206,-0.882745266,6.162448406,-5.619277,8.386374877
6.806678456,0.7223310471,6.506969452,-4.468840599,7.92672378
6.811714653,2.174497128,6.777763844,-3.674604893,8.010570616
6.816750122,3.153864861,7.023305416,-3.158279896,8.32156322
6.82178632,3.508074284,7.100511551,-3.033957481,8.481081739
6.82682257,3.443474293,6.959934235,-3.253441811,8.419209189
6.831858768,3.103499413,6.528470993,-3.553808689,8.054948684
6.836895018,2.503960133,5.932126522,-3.768470287,7.460650758
6.841931216,1.820399284,5.37393856,-3.776298046,6.815680167
6.846968872,1.3070364,4.937644958,-3.374199629,6.12159334
6.85200507,0.7517161369,4.587610722,-2.865479708,5.460972737
6.85704132,0.1175713539,4.235955238,-2.240983725,4.793657044
6.862077518,-0.4046187401,3.843155384,-1.693708658,4.219266364
6.867113716,-0.8229951859,3.432117939,-1.159952402,3.715137171
6.872149966,-1.21271801,2.886964798,-0.5255851746,3.175136295
6.877182622,-1.4935112,2.338433743,0.1226568222,2.77738956
6.88221882,-1.692430973,1.919112206,0.7866623402,2.67696692
6.887255018,-1.996735573,1.581899643,1.344100833,2.880271945
6.892291268,-2.388286114,1.428380013,1.819036126,3.324616136
6.897327466,-2.880311012,1.325462341,2.019949913,3.759420114
6.902363716,-3.22507,1.233198166,1.817322612,3.901860543
6.907408924,-3.222712994,1.149416924,1.494578362,3.733738446
6.912445122,-2.957294941,1.190956116,1.233804822,3.418514908
6.917481372,-2.561900139,1.294342041,0.9839607477,3.034276255
6.92251757,-2.016214371,1.549507141,0.7471530437,2.650345344
6.92755382,-1.192101002,1.842830658,0.5707724094,2.267798663
6.932590018,-0.2834861279,2.072294235,0.3417434692,2.119329229
6.93762606,0.4633491039,2.277177811,-0.0002460479736,2.323839761
6.942662258,1.019777536,2.367761612,-0.3454391956,2.60107084
6.947698508,1.373254538,2.429242134,-0.6565959454,2.866733962
6.952734706,1.488983154,2.4345541,-0.930259943,3.001584259
6.957770956,1.539844275,2.380799294,-1.177493095,3.070149126
6.962807153,1.612253666,2.28195858,-1.392400265,3.12177439
6.967856685,1.612733126,2.113763809,-1.55986619,3.082545718
6.972892883,1.459497213,1.809076309,-1.662436724,2.857723757
6.977929133,1.17774725,1.394453049,-1.646868229,2.458406568
6.982965331,0.6794631481,0.9422035217,-1.579509258,1.960680276
6.988001581,0.1178750992,0.5486373901,-1.371108294,1.481497714
6.993037778,-0.3444476128,0.197599411,-1.104361296,1.173585769
6.998061685,-0.6397480965,0.1072759628,-0.8368883133,1.058852118
7.003097883,-0.847463131,0.07163047791,-0.4705767632,0.9719913445
7.008134133,-0.9420485497,0.1172037125,-0.1105995178,0.9557324068
7.013170331,-0.8978807926,0.1436014175,0.1737334728,0.9257400307
7.018206581,-0.8279356956,0.08384609222,0.3726553917,0.9118002656
7.023242831,-0.7413990498,0.02386951447,0.4883916378,0.8881265093
7.028270018,-0.7191841602,-0.01730251312,0.6241078377,0.952384285
7.033306216,-0.6792528629,-0.03734493256,0.7276358604,0.9961089505
7.038342466,-0.5394260883,0.009160041809,0.8045961857,0.9687308363
7.043378664,-0.329816103,0.1172266006,0.9993569851,1.058883904
7.048414914,-0.1428151131,0.2053356171,1.173707366,1.200061604
7.053451112,0.03189015388,0.1204118729,1.349936485,1.355671242
7.05848606,0.2282238007,-0.00546169281,1.586616158,1.602955635
7.063522258,0.3941855431,-0.1290664673,1.91817522,1.962507725
7.068558508,0.5707812309,-0.1878700256,2.190291643,2.271225185
7.073594706,0.6244575977,-0.1025161743,2.388347864,2.470761498
7.078630903,0.5917766094,0.009966850281,2.504825354,2.573800487
7.083667153,0.5401809216,0.07556629181,2.469261169,2.528785561
7.088704497,0.4243247509,0.1517934799,2.32292223,2.366233387
7.093740643,0.2563922405,0.1595067978,2.137478352,2.158701717
7.098776945,0.1196944714,0.1392288208,1.892532945,1.901418517
7.103813143,-0.03894257545,0.1314649582,1.72807169,1.733502617
7.108849393,-0.2104337215,0.0524520874,1.645719528,1.659947691
7.113885591,-0.3355293274,0.04347419739,1.666321754,1.700322947
7.118925018,-0.4750244617,0.01387119293,1.631859779,1.699649078
7.123961216,-0.620131731,-0.06483459473,1.542163372,1.663440638
7.128997466,-0.7475128174,-0.02505302429,1.408789396,1.595020573
7.134033664,-0.6903650761,0.180981636,1.391588092,1.563929573
7.139069914,-0.4726727009,0.4666070938,1.405858278,1.554856637
7.144106112,-0.3095567226,0.7859230042,1.446148396,1.674767302
7.149124862,-0.2004966736,1.066716194,1.375299335,1.752007595
7.154161112,-0.05879998207,1.332551956,1.343411326,1.893120743
7.15919731,-0.032954216,1.521157265,1.359589815,2.040463151
7.16423356,0.05891394615,1.678044319,1.461810946,2.226251296
7.169269758,0.1090641022,1.906169891,1.508957386,2.433583988
7.174306008,0.08675765991,2.131167412,1.472344637,2.591756192
7.179354758,-0.1153798103,2.374619484,1.342879772,2.730468142
7.184390956,-0.3747370243,2.552794456,1.054169416,2.787195819
7.189427206,-0.6552453041,2.65143013,0.8314517736,2.854950121
7.194463403,-0.8662047386,2.677826881,0.5930749178,2.876248479
7.199499653,-1.032198548,2.591554642,0.5039901733,2.834712578
7.204535851,-1.029457927,2.555774689,0.7152124643,2.846629015
7.209572206,-1.052318215,2.680906296,0.9236736298,3.024533876
7.214608403,-1.161118388,2.835710526,1.224036098,3.299653688
7.219644653,-1.212704778,3.013278008,1.370343804,3.525384996
7.224680851,-1.161575437,3.170603752,1.372876406,3.645102917
7.229717101,-1.100675941,3.286093712,1.454640865,3.758441094
7.234753299,-1.012939334,3.352602005,1.517793655,3.817025528
7.239792726,-0.7284402847,3.528277397,1.637349367,3.957307113
7.244828872,-0.4262695312,3.791483879,1.711206079,4.181540621
7.249865018,-0.1845495701,4.077444077,1.572675467,4.374118981
7.254901216,0.02857804298,4.326152802,1.348974228,4.531682495
7.259937362,0.2019209862,4.436738968,1.113582253,4.578808818
7.264973508,0.3981032372,4.33266449,1.088785052,4.485077553
7.270008508,0.5860395432,4.188913345,1.107015252,4.372175675
7.275044706,0.6533896923,4.206580162,1.134960175,4.405720071
7.280080851,0.3447377682,4.364139557,0.9774438143,4.485527239
7.285117049,-0.226940155,4.616441727,0.530875206,4.652404167
7.290153195,-0.8603180647,4.815401077,-0.160462141,4.894280622
7.295189341,-1.464439273,4.985453606,-0.9973065853,5.290930964
