dmin,fmin,n_outliers
0.1,0.6250000000000001,1990.0
0.1,0.64,1971.0
0.1,0.655,1967.0
0.1,0.67,1966.0
0.1,0.685,1960.0
0.1,0.7000000000000001,1936.0
0.1,0.7150000000000001,1912.0
0.1,0.7300000000000001,1903.0
0.1,0.7450000000000001,1058.0
0.1,0.7600000000000001,647.0
0.1,0.775,622.0
0.1,0.79,608.0
0.1,0.805,582.0
0.1,0.8200000000000001,567.0
0.1,0.8350000000000001,550.0
0.1,0.8500000000000001,541.0
0.1,0.8650000000000001,507.0
0.1,0.8800000000000001,501.0
0.1,0.8950000000000001,485.0
0.1,0.91,463.0
0.1,0.925,433.0
0.1,0.9400000000000001,72.0
0.1,0.9550000000000001,14.0
0.1,0.9700000000000001,4.0
0.1,0.9850000000000001,2.0
0.1,1.0,0.0
0.1,1.0150000000000001,0.0
0.1,1.03,0.0
0.1,1.0450000000000002,0.0
0.1,1.06,0.0
0.1,1.0750000000000002,0.0
0.1,1.09,0.0
0.1,1.1050000000000002,0.0
0.1,1.12,0.0
0.1,1.135,0.0
0.1,1.1500000000000001,0.0
0.1,1.165,0.0
0.1,1.1800000000000002,0.0
0.1,1.195,0.0
0.1,1.2100000000000002,0.0
0.1,1.225,0.0
0.1,1.2400000000000002,0.0
0.1,1.2550000000000001,0.0
0.1,1.27,0.0
0.1,1.2850000000000001,0.0
0.115,0.01,5000.0
0.115,0.025,5000.0
0.115,0.04,5000.0
0.115,0.05500000000000001,5000.0
0.115,0.07,5000.0
0.115,0.085,5000.0
0.115,0.1,5000.0
0.115,0.115,5000.0
0.115,0.13,5000.0
0.115,0.14500000000000002,5000.0
0.115,0.16000000000000003,5000.0
0.115,0.17500000000000002,5000.0
0.115,0.19000000000000003,5000.0
0.115,0.20500000000000002,5000.0
0.115,0.22000000000000003,5000.0
0.115,0.23500000000000001,5000.0
0.115,0.25,5000.0
0.115,0.265,5000.0
0.115,0.28,5000.0
0.115,0.29500000000000004,5000.0
0.115,0.31000000000000005,5000.0
0.115,0.325,5000.0
0.115,0.34,5000.0
0.115,0.35500000000000004,5000.0
0.115,0.37000000000000005,5000.0
0.115,0.38500000000000006,3361.0
0.115,0.4,2954.0
0.115,0.41500000000000004,2655.0
0.115,0.43000000000000005,2461.0
0.115,0.44500000000000006,2326.0
0.115,0.46,2217.0
0.115,0.47500000000000003,2144.0
0.115,0.49000000000000005,2096.0
0.115,0.505,2063.0
0.115,0.52,2034.0
0.115,0.535,2013.0
0.115,0.55,1981.0
0.115,0.5650000000000001,1956.0
0.115,0.5800000000000001,1927.0
0.115,0.5950000000000001,1914.0
0.115,0.6100000000000001,1907.0
0.115,0.6250000000000001,1895.0
0.115,0.64,1879.0
0.115,0.655,1878.0
0.115,0.67,1874.0
0.115,0.685,1874.0
0.115,0.7000000000000001,1859.0
0.115,0.7150000000000001,1843.0
0.115,0.7300000000000001,1836.0
0.115,0.7450000000000001,678.0
0.115,0.7600000000000001,563.0
0.115,0.775,546.0
0.115,0.79,525.0
0.115,0.805,510.0
0.115,0.8200000000000001,503.0
0.115,0.8350000000000001,500.0
0.115,0.8500000000000001,486.0
0.115,0.8650000000000001,467.0
0.115,0.8800000000000001,450.0
0.115,0.8950000000000001,427.0
0.115,0.91,390.0
0.115,0.925,357.0
0.115,0.9400000000000001,8.0
0.115,0.9550000000000001,3.0
0.115,0.9700000000000001,2.0
0.115,0.9850000000000001,2.0
0.115,1.0,0.0
0.115,1.0150000000000001,0.0
0.115,1.03,0.0
0.115,1.0450000000000002,0.0
0.115,1.06,0.0
0.115,1.0750000000000002,0.0
0.115,1.09,0.0
0.115,1.1050000000000002,0.0
0.115,1.12,0.0
0.115,1.135,0.0
0.115,1.1500000000000001,0.0
0.115,1.165,0.0
0.115,1.1800000000000002,0.0
0.115,1.195,0.0
0.115,1.2100000000000002,0.0
0.115,1.225,0.0
0.115,1.2400000000000002,0.0
0.115,1.2550000000000001,0.0
0.115,1.27,0.0
0.115,1.2850000000000001,0.0
0.13,0.01,5000.0
0.13,0.025,5000.0
0.13,0.04,5000.0
0.13,0.05500000000000001,5000.0
0.13,0.07,5000.0
0.13,0.085,5000.0
0.13,0.1,5000.0
0.13,0.115,5000.0
0.13,0.13,5000.0
0.13,0.14500000000000002,5000.0
0.13,0.16000000000000003,5000.0
0.13,0.17500000000000002,5000.0
0.13,0.19000000000000003,5000.0
0.13,0.20500000000000002,5000.0
0.13,0.22000000000000003,5000.0
0.13,0.23500000000000001,5000.0
0.13,0.25,5000.0
0.13,0.265,5000.0
0.13,0.28,5000.0
0.13,0.29500000000000004,5000.0
0.13,0.31000000000000005,5000.0
0.13,0.325,5000.0
0.13,0.34,5000.0
0.13,0.35500000000000004,5000.0
0.13,0.37000000000000005,3296.0
0.13,0.38500000000000006,2724.0
0.13,0.4,2458.0
0.13,0.41500000000000004,2278.0
0.13,0.43000000000000005,2149.0
0.13,0.44500000000000006,2080.0
0.13,0.46,2036.0
0.13,0.47500000000000003,2001.0
0.13,0.49000000000000005,1973.0
0.13,0.505,1952.0
0.13,0.52,1931.0
0.13,0.535,1912.0
0.13,0.55,1884.0
0.13,0.5650000000000001,1871.0
0.13,0.5800000000000001,1861.0
0.13,0.5950000000000001,1847.0
0.13,0.6100000000000001,1840.0
0.13,0.6250000000000001,1835.0
0.13,0.64,1829.0
0.13,0.655,1828.0
0.13,0.67,1826.0
0.13,0.685,1823.0
0.13,0.7000000000000001,1820.0
0.13,0.7150000000000001,1810.0
0.13,0.7300000000000001,1804.0
0.13,0.7450000000000001,554.0
0.13,0.7600000000000001,503.0
0.13,0.775,483.0
0.13,0.79,474.0
0.13,0.805,463.0
0.13,0.8200000000000001,453.0
0.13,0.8350000000000001,446.0
0.13,0.8500000000000001,432.0
0.13,0.8650000000000001,415.0
0.13,0.8800000000000001,375.0
0.13,0.8950000000000001,346.0
0.13,0.91,336.0
0.13,0.925,231.0
0.13,0.9400000000000001,4.0
0.13,0.9550000000000001,2.0
0.13,0.9700000000000001,1.0
0.13,0.9850000000000001,1.0
0.13,1.0,0.0
0.13,1.0150000000000001,0.0
0.13,1.03,0.0
0.13,1.0450000000000002,0.0
0.13,1.06,0.0
0.13,1.0750000000000002,0.0
0.13,1.09,0.0
0.13,1.1050000000000002,0.0
0.13,1.12,0.0
0.13,1.135,0.0
0.13,1.1500000000000001,0.0
0.13,1.165,0.0
0.13,1.1800000000000002,0.0
0.13,1.195,0.0
0.13,1.2100000000000002,0.0
0.13,1.225,0.0
0.13,1.2400000000000002,0.0
0.13,1.2550000000000001,0.0
0.13,1.27,0.0
0.13,1.2850000000000001,0.0
0.14500000000000002,0.01,5000.0
0.14500000000000002,0.025,5000.0
0.14500000000000002,0.04,5000.0
0.14500000000000002,0.05500000000000001,5000.0
0.14500000000000002,0.07,5000.0
0.14500000000000002,0.085,5000.0
0.14500000000000002,0.1,5000.0
0.14500000000000002,0.115,5000.0
0.14500000000000002,0.13,5000.0
0.14500000000000002,0.14500000000000002,5000.0
0.14500000000000002,0.16000000000000003,5000.0
0.14500000000000002,0.17500000000000002,5000.0
0.14500000000000002,0.19000000000000003,5000.0
0.14500000000000002,0.20500000000000002,5000.0
0.14500000000000002,0.22000000000000003,5000.0
0.14500000000000002,0.23500000000000001,5000.0
0.14500000000000002,0.25,5000.0
0.14500000000000002,0.265,5000.0
0.14500000000000002,0.28,5000.0
0.14500000000000002,0.29500000000000004,5000.0
0.14500000000000002,0.31000000000000005,5000.0
0.14500000000000002,0.325,5000.0
0.14500000000000002,0.34,5000.0
0.14500000000000002,0.35500000000000004,5000.0
0.14500000000000002,0.37000000000000005,2602.0
0.14500000000000002,0.38500000000000006,2301.0
0.14500000000000002,0.4,2136.0
0.14500000000000002,0.41500000000000004,2047.0
0.14500000000000002,0.43000000000000005,1993.0
0.14500000000000002,0.44500000000000006,1956.0
0.14500000000000002,0.46,1935.0
0.14500000000000002,0.47500000000000003,1909.0
0.14500000000000002,0.49000000000000005,1887.0
0.14500000000000002,0.505,1871.0
0.14500000000000002,0.52,1858.0
0.14500000000000002,0.535,1850.0
0.14500000000000002,0.55,1829.0
0.14500000000000002,0.5650000000000001,1822.0
0.14500000000000002,0.5800000000000001,1817.0
0.14500000000000002,0.5950000000000001,1811.0
0.14500000000000002,0.6100000000000001,1803.0
0.14500000000000002,0.6250000000000001,1790.0
0.14500000000000002,0.64,1790.0
0.14500000000000002,0.655,1789.0
0.14500000000000002,0.67,1787.0
0.14500000000000002,0.685,1772.0
0.14500000000000002,0.7000000000000001,1761.0
0.14500000000000002,0.7150000000000001,1754.0
0.14500000000000002,0.7300000000000001,1697.0
0.14500000000000002,0.7450000000000001,464.0
0.14500000000000002,0.7600000000000001,438.0
0.14500000000000002,0.775,429.0
0.14500000000000002,0.79,416.0
0.14500000000000002,0.805,405.0
0.14500000000000002,0.8200000000000001,391.0
0.14500000000000002,0.8350000000000001,365.0
0.14500000000000002,0.8500000000000001,347.0
0.14500000000000002,0.8650000000000001,341.0
0.14500000000000002,0.8800000000000001,336.0
0.14500000000000002,0.8950000000000001,332.0
0.14500000000000002,0.91,329.0
0.14500000000000002,0.925,222.0
0.14500000000000002,0.9400000000000001,2.0
0.14500000000000002,0.9550000000000001,1.0
0.14500000000000002,0.9700000000000001,1.0
0.14500000000000002,0.9850000000000001,1.0
0.14500000000000002,1.0,0.0
0.14500000000000002,1.0150000000000001,0.0
0.14500000000000002,1.03,0.0
0.14500000000000002,1.0450000000000002,0.0
0.14500000000000002,1.06,0.0
0.14500000000000002,1.0750000000000002,0.0
0.14500000000000002,1.09,0.0
0.14500000000000002,1.1050000000000002,0.0
0.14500000000000002,1.12,0.0
0.14500000000000002,1.135,0.0
0.14500000000000002,1.1500000000000001,0.0
