dmin,fmin,n_outliers
0.31000000000000005,0.52,1264.0
0.31000000000000005,0.535,1260.0
0.31000000000000005,0.55,1259.0
0.31000000000000005,0.5650000000000001,1253.0
0.31000000000000005,0.5800000000000001,1248.0
0.31000000000000005,0.5950000000000001,1239.0
0.31000000000000005,0.6100000000000001,1209.0
0.31000000000000005,0.6250000000000001,1140.0
0.31000000000000005,0.64,1027.0
0.31000000000000005,0.655,678.0
0.31000000000000005,0.67,536.0
0.31000000000000005,0.685,294.0
0.31000000000000005,0.7000000000000001,195.0
0.31000000000000005,0.7150000000000001,148.0
0.31000000000000005,0.7300000000000001,114.0
0.31000000000000005,0.7450000000000001,91.0
0.31000000000000005,0.7600000000000001,64.0
0.31000000000000005,0.775,52.0
0.31000000000000005,0.79,36.0
0.31000000000000005,0.805,33.0
0.31000000000000005,0.8200000000000001,27.0
0.31000000000000005,0.8350000000000001,22.0
0.31000000000000005,0.8500000000000001,15.0
0.31000000000000005,0.8650000000000001,9.0
0.31000000000000005,0.8800000000000001,6.0
0.31000000000000005,0.8950000000000001,3.0
0.31000000000000005,0.91,1.0
0.31000000000000005,0.925,0.0
0.31000000000000005,0.9400000000000001,0.0
0.31000000000000005,0.9550000000000001,0.0
0.31000000000000005,0.9700000000000001,0.0
0.31000000000000005,0.9850000000000001,0.0
0.31000000000000005,1.0,0.0
0.31000000000000005,1.0150000000000001,0.0
0.31000000000000005,1.03,0.0
0.31000000000000005,1.0450000000000002,0.0
0.31000000000000005,1.06,0.0
0.31000000000000005,1.0750000000000002,0.0
0.31000000000000005,1.09,0.0
0.31000000000000005,1.1050000000000002,0.0
0.31000000000000005,1.12,0.0
0.31000000000000005,1.135,0.0
0.31000000000000005,1.1500000000000001,0.0
0.31000000000000005,1.165,0.0
0.31000000000000005,1.1800000000000002,0.0
0.31000000000000005,1.195,0.0
0.31000000000000005,1.2100000000000002,0.0
0.31000000000000005,1.225,0.0
0.31000000000000005,1.2400000000000002,0.0
0.31000000000000005,1.2550000000000001,0.0
0.31000000000000005,1.27,0.0
0.31000000000000005,1.2850000000000001,0.0
0.325,0.01,5000.0
0.325,0.025,5000.0
0.325,0.04,5000.0
0.325,0.05500000000000001,5000.0
0.325,0.07,5000.0
0.325,0.085,4693.0
0.325,0.1,4603.0
0.325,0.115,4570.0
0.325,0.13,4527.0
0.325,0.14500000000000002,4419.0
0.325,0.16000000000000003,4413.0
0.325,0.17500000000000002,4399.0
0.325,0.19000000000000003,4382.0
0.325,0.20500000000000002,4333.0
0.325,0.22000000000000003,4268.0
0.325,0.23500000000000001,4161.0
0.325,0.25,2913.0
0.325,0.265,1764.0
0.325,0.28,1602.0
0.325,0.29500000000000004,1578.0
0.325,0.31000000000000005,1505.0
0.325,0.325,1458.0
0.325,0.34,1371.0
0.325,0.35500000000000004,1351.0
0.325,0.37000000000000005,1259.0
0.325,0.38500000000000006,1240.0
0.325,0.4,1234.0
0.325,0.41500000000000004,1230.0
0.325,0.43000000000000005,1228.0
0.325,0.44500000000000006,1227.0
0.325,0.46,1227.0
0.325,0.47500000000000003,1226.0
0.325,0.49000000000000005,1224.0
0.325,0.505,1218.0
0.325,0.52,1218.0
0.325,0.535,1217.0
0.325,0.55,1216.0
0.325,0.5650000000000001,1208.0
0.325,0.5800000000000001,1199.0
0.325,0.5950000000000001,1179.0
0.325,0.6100000000000001,1040.0
0.325,0.6250000000000001,792.0
0.325,0.64,515.0
0.325,0.655,366.0
0.325,0.67,242.0
0.325,0.685,181.0
0.325,0.7000000000000001,126.0
0.325,0.7150000000000001,72.0
0.325,0.7300000000000001,44.0
0.325,0.7450000000000001,34.0
0.325,0.7600000000000001,24.0
0.325,0.775,22.0
0.325,0.79,17.0
0.325,0.805,15.0
0.325,0.8200000000000001,12.0
0.325,0.8350000000000001,9.0
0.325,0.8500000000000001,5.0
0.325,0.8650000000000001,4.0
0.325,0.8800000000000001,2.0
0.325,0.8950000000000001,1.0
0.325,0.91,0.0
0.325,0.925,0.0
0.325,0.9400000000000001,0.0
0.325,0.9550000000000001,0.0
0.325,0.9700000000000001,0.0
0.325,0.9850000000000001,0.0
0.325,1.0,0.0
0.325,1.0150000000000001,0.0
0.325,1.03,0.0
0.325,1.0450000000000002,0.0
0.325,1.06,0.0
0.325,1.0750000000000002,0.0
0.325,1.09,0.0
0.325,1.1050000000000002,0.0
0.325,1.12,0.0
0.325,1.135,0.0
0.325,1.1500000000000001,0.0
0.325,1.165,0.0
0.325,1.1800000000000002,0.0
0.325,1.195,0.0
0.325,1.2100000000000002,0.0
0.325,1.225,0.0
0.325,1.2400000000000002,0.0
0.325,1.2550000000000001,0.0
0.325,1.27,0.0
0.325,1.2850000000000001,0.0
0.34,0.01,5000.0
0.34,0.025,5000.0
0.34,0.04,5000.0
0.34,0.05500000000000001,5000.0
0.34,0.07,4738.0
0.34,0.085,4467.0
0.34,0.1,4412.0
0.34,0.115,4352.0
0.34,0.13,4303.0
0.34,0.14500000000000002,4273.0
0.34,0.16000000000000003,4262.0
0.34,0.17500000000000002,4249.0
0.34,0.19000000000000003,4114.0
0.34,0.20500000000000002,3168.0
0.34,0.22000000000000003,2885.0
0.34,0.23500000000000001,2643.0
0.34,0.25,2591.0
0.34,0.265,1640.0
0.34,0.28,1485.0
0.34,0.29500000000000004,1389.0
0.34,0.31000000000000005,1352.0
0.34,0.325,1341.0
0.34,0.34,1273.0
0.34,0.35500000000000004,1219.0
0.34,0.37000000000000005,1192.0
0.34,0.38500000000000006,1110.0
0.34,0.4,1066.0
0.34,0.41500000000000004,987.0
0.34,0.43000000000000005,986.0
0.34,0.44500000000000006,980.0
0.34,0.46,980.0
0.34,0.47500000000000003,979.0
0.34,0.49000000000000005,979.0
0.34,0.505,975.0
0.34,0.52,974.0
0.34,0.535,972.0
0.34,0.55,971.0
0.34,0.5650000000000001,960.0
0.34,0.5800000000000001,917.0
0.34,0.5950000000000001,818.0
0.34,0.6100000000000001,511.0
0.34,0.6250000000000001,398.0
0.34,0.64,254.0
0.34,0.655,180.0
0.34,0.67,131.0
0.34,0.685,86.0
0.34,0.7000000000000001,53.0
0.34,0.7150000000000001,33.0
0.34,0.7300000000000001,19.0
0.34,0.7450000000000001,15.0
0.34,0.7600000000000001,10.0
0.34,0.775,7.0
0.34,0.79,6.0
0.34,0.805,5.0
0.34,0.8200000000000001,5.0
0.34,0.8350000000000001,4.0
0.34,0.8500000000000001,2.0
0.34,0.8650000000000001,1.0
0.34,0.8800000000000001,1.0
0.34,0.8950000000000001,0.0
0.34,0.91,0.0
0.34,0.925,0.0
0.34,0.9400000000000001,0.0
0.34,0.9550000000000001,0.0
0.34,0.9700000000000001,0.0
0.34,0.9850000000000001,0.0
0.34,1.0,0.0
0.34,1.0150000000000001,0.0
0.34,1.03,0.0
0.34,1.0450000000000002,0.0
0.34,1.06,0.0
0.34,1.0750000000000002,0.0
0.34,1.09,0.0
0.34,1.1050000000000002,0.0
0.34,1.12,0.0
0.34,1.135,0.0
0.34,1.1500000000000001,0.0
0.34,1.165,0.0
0.34,1.1800000000000002,0.0
0.34,1.195,0.0
0.34,1.2100000000000002,0.0
0.34,1.225,0.0
0.34,1.2400000000000002,0.0
0.34,1.2550000000000001,0.0
0.34,1.27,0.0
0.34,1.2850000000000001,0.0
0.35500000000000004,0.01,5000.0
0.35500000000000004,0.025,5000.0
0.35500000000000004,0.04,5000.0
0.35500000000000004,0.05500000000000001,4769.0
0.35500000000000004,0.07,4380.0
0.35500000000000004,0.085,4270.0
0.35500000000000004,0.1,4128.0
0.35500000000000004,0.115,3236.0
0.35500000000000004,0.13,3139.0
0.35500000000000004,0.14500000000000002,3129.0
0.35500000000000004,0.16000000000000003,3109.0
0.35500000000000004,0.17500000000000002,3046.0
0.35500000000000004,0.19000000000000003,2934.0
0.35500000000000004,0.20500000000000002,2757.0
0.35500000000000004,0.22000000000000003,2434.0
0.35500000000000004,0.23500000000000001,2255.0
0.35500000000000004,0.25,2010.0
0.35500000000000004,0.265,1422.0
0.35500000000000004,0.28,1354.0
0.35500000000000004,0.29500000000000004,1339.0
0.35500000000000004,0.31000000000000005,1316.0
0.35500000000000004,0.325,1199.0
0.35500000000000004,0.34,1126.0
0.35500000000000004,0.35500000000000004,1051.0
0.35500000000000004,0.37000000000000005,972.0
0.35500000000000004,0.38500000000000006,635.0
0.35500000000000004,0.4,579.0
0.35500000000000004,0.41500000000000004,566.0
0.35500000000000004,0.43000000000000005,562.0
0.35500000000000004,0.44500000000000006,549.0
0.35500000000000004,0.46,540.0
0.35500000000000004,0.47500000000000003,540.0
0.35500000000000004,0.49000000000000005,538.0
0.35500000000000004,0.505,535.0
0.35500000000000004,0.52,533.0
0.35500000000000004,0.535,531.0
0.35500000000000004,0.55,527.0
0.35500000000000004,0.5650000000000001,500.0
0.35500000000000004,0.5800000000000001,460.0
0.35500000000000004,0.5950000000000001,395.0
0.35500000000000004,0.6100000000000001,234.0
0.35500000000000004,0.6250000000000001,177.0
0.35500000000000004,0.64,117.0
0.35500000000000004,0.655,72.0
0.35500000000000004,0.67,53.0
0.35500000000000004,0.685,39.0
0.35500000000000004,0.7000000000000001,26.0
0.35500000000000004,0.7150000000000001,16.0
0.35500000000000004,0.7300000000000001,7.0
0.35500000000000004,0.7450000000000001,5.0
0.35500000000000004,0.7600000000000001,5.0
0.35500000000000004,0.775,3.0
0.35500000000000004,0.79,2.0
0.35500000000000004,0.805,2.0
0.35500000000000004,0.8200000000000001,2.0
0.35500000000000004,0.8350000000000001,1.0
0.35500000000000004,0.8500000000000001,1.0
0.35500000000000004,0.8650000000000001,1.0
0.35500000000000004,0.8800000000000001,0.0
0.35500000000000004,0.8950000000000001,0.0
0.35500000000000004,0.91,0.0
0.35500000000000004,0.925,0.0
0.35500000000000004,0.9400000000000001,0.0
0.35500000000000004,0.9550000000000001,0.0
0.35500000000000004,0.9700000000000001,0.0
0.35500000000000004,0.9850000000000001,0.0
0.35500000000000004,1.0,0.0
0.35500000000000004,1.0150000000000001,0.0
0.35500000000000004,1.03,0.0
0.35500000000000004,1.0450000000000002,0.0
0.35500000000000004,1.06,0.0
0.35500000000000004,1.0750000000000002,0.0
0.35500000000000004,1.09,0.0
0.35500000000000004,1.1050000000000002,0.0
0.35500000000000004,1.12,0.0
0.35500000000000004,1.135,0.0
0.35500000000000004,1.1500000000000001,0.0
0.35500000000000004,1.165,0.0
0.35500000000000004,1.1800000000000002,0.0
0.35500000000000004,1.195,0.0
0.35500000000000004,1.2100000000000002,0.0
0.35500000000000004,1.225,0.0
0.35500000000000004,1.2400000000000002,0.0
0.35500000000000004,1.2550000000000001,0.0
0.35500000000000004,1.27,0.0
0.35500000000000004,1.2850000000000001,0.0
0.37000000000000005,0.01,5000.0
0.37000000000000005,0.025,5000.0
0.37000000000000005,0.04,4594.0
0.37000000000000005,0.05500000000000001,3485.0
0.37000000000000005,0.07,3181.0
0.37000000000000005,0.085,3080.0
0.37000000000000005,0.1,2984.0
0.37000000000000005,0.115,2957.0
0.37000000000000005,0.13,2941.0
0.37000000000000005,0.14500000000000002,2905.0
0.37000000000000005,0.16000000000000003,2770.0
0.37000000000000005,0.17500000000000002,2640.0
0.37000000000000005,0.19000000000000003,2562.0
0.37000000000000005,0.20500000000000002,2194.0
0.37000000000000005,0.22000000000000003,1961.0
0.37000000000000005,0.23500000000000001,1826.0
0.37000000000000005,0.25,1713.0
0.37000000000000005,0.265,1378.0
0.37000000000000005,0.28,1312.0
0.37000000000000005,0.29500000000000004,1266.0
0.37000000000000005,0.31000000000000005,1059.0
0.37000000000000005,0.325,994.0
0.37000000000000005,0.34,724.0
0.37000000000000005,0.35500000000000004,561.0
0.37000000000000005,0.37000000000000005,451.0
0.37000000000000005,0.38500000000000006,376.0
0.37000000000000005,0.4,325.0
0.37000000000000005,0.41500000000000004,283.0
0.37000000000000005,0.43000000000000005,278.0
0.37000000000000005,0.44500000000000006,263.0
0.37000000000000005,0.46,261.0
0.37000000000000005,0.47500000000000003,254.0
0.37000000000000005,0.49000000000000005,248.0
0.37000000000000005,0.505,240.0
0.37000000000000005,0.52,236.0
0.37000000000000005,0.535,227.0
0.37000000000000005,0.55,223.0
0.37000000000000005,0.5650000000000001,188.0
0.37000000000000005,0.5800000000000001,156.0
0.37000000000000005,0.5950000000000001,123.0
0.37000000000000005,0.6100000000000001,94.0
0.37000000000000005,0.6250000000000001,73.0
0.37000000000000005,0.64,51.0
0.37000000000000005,0.655,38.0
0.37000000000000005,0.67,27.0
0.37000000000000005,0.685,20.0
0.37000000000000005,0.7000000000000001,14.0
0.37000000000000005,0.7150000000000001,7.0
0.37000000000000005,0.7300000000000001,3.0
0.37000000000000005,0.7450000000000001,2.0
0.37000000000000005,0.7600000000000001,2.0
0.37000000000000005,0.775,1.0
0.37000000000000005,0.79,1.0
0.37000000000000005,0.805,1.0
0.37000000000000005,0.8200000000000001,1.0
0.37000000000000005,0.8350000000000001,1.0
0.37000000000000005,0.8500000000000001,0.0
0.37000000000000005,0.8650000000000001,0.0
0.37000000000000005,0.8800000000000001,0.0
0.37000000000000005,0.8950000000000001,0.0
0.37000000000000005,0.91,0.0
0.37000000000000005,0.925,0.0
0.37000000000000005,0.9400000000000001,0.0
0.37000000000000005,0.9550000000000001,0.0
0.37000000000000005,0.9700000000000001,0.0
0.37000000000000005,0.9850000000000001,0.0
0.37000000000000005,1.0,0.0
0.37000000000000005,1.0150000000000001,0.0
0.37000000000000005,1.03,0.0
0.37000000000000005,1.0450000000000002,0.0
0.37000000000000005,1.06,0.0
0.37000000000000005,1.0750000000000002,0.0
0.37000000000000005,1.09,0.0
0.37000000000000005,1.1050000000000002,0.0
0.37000000000000005,1.12,0.0
0.37000000000000005,1.135,0.0
0.37000000000000005,1.1500000000000001,0.0
0.37000000000000005,1.165,0.0
0.37000000000000005,1.1800000000000002,0.0
0.37000000000000005,1.195,0.0
0.37000000000000005,1.2100000000000002,0.0
0.37000000000000005,1.225,0.0
0.37000000000000005,1.2400000000000002,0.0
0.37000000000000005,1.2550000000000001,0.0
0.37000000000000005,1.27,0.0
0.37000000000000005,1.2850000000000001,0.0
0.38500000000000006,0.01,5000.0
0.38500000000000006,0.025,3681.0
0.38500000000000006,0.04,3383.0
0.38500000000000006,0.05500000000000001,3137.0
0.38500000000000006,0.07,2929.0
0.38500000000000006,0.085,2825.0
0.38500000000000006,0.1,2762.0
0.38500000000000006,0.115,2736.0
0.38500000000000006,0.13,2647.0
0.38500000000000006,0.14500000000000002,2528.0
0.38500000000000006,0.16000000000000003,2433.0
0.38500000000000006,0.17500000000000002,2337.0
0.38500000000000006,0.19000000000000003,2288.0
0.38500000000000006,0.20500000000000002,1823.0
0.38500000000000006,0.22000000000000003,1708.0
0.38500000000000006,0.23500000000000001,1627.0
0.38500000000000006,0.25,1514.0
0.38500000000000006,0.265,1201.0
0.38500000000000006,0.28,1143.0
0.38500000000000006,0.29500000000000004,891.0
0.38500000000000006,0.31000000000000005,634.0
0.38500000000000006,0.325,536.0
0.38500000000000006,0.34,390.0
0.38500000000000006,0.35500000000000004,291.0
0.38500000000000006,0.37000000000000005,203.0
0.38500000000000006,0.38500000000000006,136.0
0.38500000000000006,0.4,109.0
0.38500000000000006,0.41500000000000004,94.0
0.38500000000000006,0.43000000000000005,94.0
0.38500000000000006,0.44500000000000006,91.0
0.38500000000000006,0.46,91.0
0.38500000000000006,0.47500000000000003,90.0
0.38500000000000006,0.49000000000000005,88.0
0.38500000000000006,0.505,86.0
0.38500000000000006,0.52,83.0
0.38500000000000006,0.535,82.0
0.38500000000000006,0.55,81.0
0.38500000000000006,0.5650000000000001,77.0
0.38500000000000006,0.5800000000000001,72.0
0.38500000000000006,0.5950000000000001,58.0
0.38500000000000006,0.6100000000000001,44.0
0.38500000000000006,0.6250000000000001,37.0
0.38500000000000006,0.64,24.0
0.38500000000000006,0.655,19.0
0.38500000000000006,0.67,16.0
0.38500000000000006,0.685,13.0
0.38500000000000006,0.7000000000000001,9.0
0.38500000000000006,0.7150000000000001,4.0
0.38500000000000006,0.7300000000000001,2.0
0.38500000000000006,0.7450000000000001,1.0
0.38500000000000006,0.7600000000000001,1.0
0.38500000000000006,0.775,0.0
0.38500000000000006,0.79,0.0
0.38500000000000006,0.805,0.0
0.38500000000000006,0.8200000000000001,0.0
0.38500000000000006,0.8350000000000001,0.0
0.38500000000000006,0.8500000000000001,0.0
0.38500000000000006,0.8650000000000001,0.0
0.38500000000000006,0.8800000000000001,0.0
0.38500000000000006,0.8950000000000001,0.0
0.38500000000000006,0.91,0.0
0.38500000000000006,0.925,0.0
0.38500000000000006,0.9400000000000001,0.0
0.38500000000000006,0.9550000000000001,0.0
0.38500000000000006,0.9700000000000001,0.0
0.38500000000000006,0.9850000000000001,0.0
0.38500000000000006,1.0,0.0
0.38500000000000006,1.0150000000000001,0.0
0.38500000000000006,1.03,0.0
0.38500000000000006,1.0450000000000002,0.0
0.38500000000000006,1.06,0.0
0.38500000000000006,1.0750000000000002,0.0
0.38500000000000006,1.09,0.0
0.38500000000000006,1.1050000000000002,0.0
0.38500000000000006,1.12,0.0
0.38500000000000006,1.135,0.0
0.38500000000000006,1.1500000000000001,0.0
0.38500000000000006,1.165,0.0
0.38500000000000006,1.1800000000000002,0.0
0.38500000000000006,1.195,0.0
0.38500000000000006,1.2100000000000002,0.0
0.38500000000000006,1.225,0.0
0.38500000000000006,1.2400000000000002,0.0
0.38500000000000006,1.2550000000000001,0.0
0.38500000000000006,1.27,0.0
0.38500000000000006,1.2850000000000001,0.0
0.4,0.01,3705.0
0.4,0.025,3286.0
0.4,0.04,3073.0
0.4,0.05500000000000001,2904.0
0.4,0.07,2731.0
0.4,0.085,2642.0
0.4,0.1,2552.0
0.4,0.115,2352.0
0.4,0.13,2305.0
0.4,0.14500000000000002,2266.0
0.4,0.16000000000000003,2156.0
0.4,0.17500000000000002,2018.0
0.4,0.19000000000000003,1968.0
0.4,0.20500000000000002,1568.0
0.4,0.22000000000000003,1391.0
0.4,0.23500000000000001,1303.0
0.4,0.25,1224.0
0.4,0.265,801.0
0.4,0.28,697.0
0.4,0.29500000000000004,507.0
0.4,0.31000000000000005,318.0
0.4,0.325,231.0
0.4,0.34,191.0
0.4,0.35500000000000004,124.0
0.4,0.37000000000000005,85.0
0.4,0.38500000000000006,59.0
0.4,0.4,51.0
0.4,0.41500000000000004,43.0
0.4,0.43000000000000005,43.0
0.4,0.44500000000000006,40.0
0.4,0.46,39.0
0.4,0.47500000000000003,38.0
0.4,0.49000000000000005,38.0
0.4,0.505,38.0
0.4,0.52,38.0
0.4,0.535,38.0
0.4,0.55,38.0
0.4,0.5650000000000001,34.0
0.4,0.5800000000000001,31.0
0.4,0.5950000000000001,29.0
0.4,0.6100000000000001,22.0
0.4,0.6250000000000001,19.0
0.4,0.64,15.0
0.4,0.655,11.0
0.4,0.67,9.0
0.4,0.685,8.0
0.4,0.7000000000000001,4.0
0.4,0.7150000000000001,2.0
0.4,0.7300000000000001,1.0
0.4,0.7450000000000001,0.0
0.4,0.7600000000000001,0.0
0.4,0.775,0.0
0.4,0.79,0.0
0.4,0.805,0.0
0.4,0.8200000000000001,0.0
0.4,0.8350000000000001,0.0
0.4,0.8500000000000001,0.0
0.4,0.8650000000000001,0.0
0.4,0.8800000000000001,0.0
0.4,0.8950000000000001,0.0
0.4,0.91,0.0
0.4,0.925,0.0
0.4,0.9400000000000001,0.0
0.4,0.9550000000000001,0.0
0.4,0.9700000000000001,0.0
0.4,0.9850000000000001,0.0
0.4,1.0,0.0
0.4,1.0150000000000001,0.0
0.4,1.03,0.0
0.4,1.0450000000000002,0.0
0.4,1.06,0.0
0.4,1.0750000000000002,0.0
0.4,1.09,0.0
0.4,1.1050000000000002,0.0
0.4,1.12,0.0
0.4,1.135,0.0
0.4,1.1500000000000001,0.0
0.4,1.165,0.0
0.4,1.1800000000000002,0.0
0.4,1.195,0.0
0.4,1.2100000000000002,0.0
0.4,1.225,0.0
0.4,1.2400000000000002,0.0
0.4,1.2550000000000001,0.0
0.4,1.27,0.0
0.4,1.2850000000000001,0.0
0.41500000000000004,0.01,3331.0
0.41500000000000004,0.025,2973.0
0.41500000000000004,0.04,2835.0
0.41500000000000004,0.05500000000000001,2685.0
0.41500000000000004,0.07,2483.0
0.41500000000000004,0.085,2353.0
0.41500000000000004,0.1,2085.0
0.41500000000000004,0.115,2040.0
0.41500000000000004,0.13,2001.0
0.41500000000000004,0.14500000000000002,1918.0
0.41500000000000004,0.16000000000000003,1661.0
0.41500000000000004,0.17500000000000002,1526.0
0.41500000000000004,0.19000000000000003,1477.0
0.41500000000000004,0.20500000000000002,1129.0
0.41500000000000004,0.22000000000000003,899.0
0.41500000000000004,0.23500000000000001,827.0
0.41500000000000004,0.25,757.0
0.41500000000000004,0.265,564.0
0.41500000000000004,0.28,363.0
0.41500000000000004,0.29500000000000004,300.0
0.41500000000000004,0.31000000000000005,191.0
0.41500000000000004,0.325,128.0
0.41500000000000004,0.34,80.0
0.41500000000000004,0.35500000000000004,53.0
0.41500000000000004,0.37000000000000005,41.0
0.41500000000000004,0.38500000000000006,31.0
0.41500000000000004,0.4,27.0
0.41500000000000004,0.41500000000000004,25.0
0.41500000000000004,0.43000000000000005,25.0
0.41500000000000004,0.44500000000000006,24.0
0.41500000000000004,0.46,23.0
0.41500000000000004,0.47500000000000003,22.0
0.41500000000000004,0.49000000000000005,21.0
0.41500000000000004,0.505,21.0
0.41500000000000004,0.52,21.0
0.41500000000000004,0.535,21.0
0.41500000000000004,0.55,21.0
0.41500000000000004,0.5650000000000001,19.0
0.41500000000000004,0.5800000000000001,17.0
0.41500000000000004,0.5950000000000001,16.0
0.41500000000000004,0.6100000000000001,13.0
0.41500000000000004,0.6250000000000001,12.0
0.41500000000000004,0.64,9.0
0.41500000000000004,0.655,8.0
0.41500000000000004,0.67,6.0
0.41500000000000004,0.685,4.0
0.41500000000000004,0.7000000000000001,2.0
0.41500000000000004,0.7150000000000001,1.0
0.41500000000000004,0.7300000000000001,0.0
0.41500000000000004,0.7450000000000001,0.0
0.41500000000000004,0.7600000000000001,0.0
0.41500000000000004,0.775,0.0
0.41500000000000004,0.79,0.0
0.41500000000000004,0.805,0.0
0.41500000000000004,0.8200000000000001,0.0
0.41500000000000004,0.8350000000000001,0.0
0.41500000000000004,0.8500000000000001,0.0
0.41500000000000004,0.8650000000000001,0.0
0.41500000000000004,0.8800000000000001,0.0
0.41500000000000004,0.8950000000000001,0.0
0.41500000000000004,0.91,0.0
0.41500000000000004,0.925,0.0
0.41500000000000004,0.9400000000000001,0.0
0.41500000000000004,0.9550000000000001,0.0
0.41500000000000004,0.9700000000000001,0.0
0.41500000000000004,0.9850000000000001,0.0
0.41500000000000004,1.0,0.0
0.41500000000000004,1.0150000000000001,0.0
0.41500000000000004,1.03,0.0
0.41500000000000004,1.0450000000000002,0.0
0.41500000000000004,1.06,0.0
0.41500000000000004,1.0750000000000002,0.0
0.41500000000000004,1.09,0.0
0.41500000000000004,1.1050000000000002,0.0
0.41500000000000004,1.12,0.0
0.41500000000000004,1.135,0.0
0.41500000000000004,1.1500000000000001,0.0
0.41500000000000004,1.165,0.0
0.41500000000000004,1.1800000000000002,0.0
0.41500000000000004,1.195,0.0
0.41500000000000004,1.2100000000000002,0.0
0.41500000000000004,1.225,0.0
0.41500000000000004,1.2400000000000002,0.0
0.41500000000000004,1.2550000000000001,0.0
0.41500000000000004,1.27,0.0
0.41500000000000004,1.2850000000000001,0.0
0.43000000000000005,0.01,3011.0
0.43000000000000005,0.025,2667.0
0.43000000000000005,0.04,2514.0
0.43000000000000005,0.05500000000000001,2393.0
0.43000000000000005,0.07,2140.0
0.43000000000000005,0.085,2037.0
0.43000000000000005,0.1,1762.0
0.43000000000000005,0.115,1661.0
0.43000000000000005,0.13,1563.0
0.43000000000000005,0.14500000000000002,1415.0
0.43000000000000005,0.16000000000000003,1090.0
0.43000000000000005,0.17500000000000002,918.0
0.43000000000000005,0.19000000000000003,876.0
0.43000000000000005,0.20500000000000002,738.0
0.43000000000000005,0.22000000000000003,618.0
0.43000000000000005,0.23500000000000001,555.0
0.43000000000000005,0.25,519.0
0.43000000000000005,0.265,404.0
0.43000000000000005,0.28,283.0
0.43000000000000005,0.29500000000000004,168.0
0.43000000000000005,0.31000000000000005,95.0
0.43000000000000005,0.325,56.0
0.43000000000000005,0.34,42.0
0.43000000000000005,0.35500000000000004,26.0
0.43000000000000005,0.37000000000000005,20.0
0.43000000000000005,0.38500000000000006,18.0
0.43000000000000005,0.4,15.0
0.43000000000000005,0.41500000000000004,13.0
0.43000000000000005,0.43000000000000005,13.0
0.43000000000000005,0.44500000000000006,12.0
0.43000000000000005,0.46,12.0
0.43000000000000005,0.47500000000000003,12.0
0.43000000000000005,0.49000000000000005,12.0
0.43000000000000005,0.505,12.0
0.43000000000000005,0.52,12.0
0.43000000000000005,0.535,12.0
0.43000000000000005,0.55,12.0
0.43000000000000005,0.5650000000000001,12.0
0.43000000000000005,0.5800000000000001,12.0
0.43000000000000005,0.5950000000000001,11.0
0.43000000000000005,0.6100000000000001,10.0
0.43000000000000005,0.6250000000000001,8.0
0.43000000000000005,0.64,7.0
0.43000000000000005,0.655,3.0
0.43000000000000005,0.67,2.0
0.43000000000000005,0.685,2.0
0.43000000000000005,0.7000000000000001,1.0
0.43000000000000005,0.7150000000000001,1.0
0.43000000000000005,0.7300000000000001,0.0
0.43000000000000005,0.7450000000000001,0.0
0.43000000000000005,0.7600000000000001,0.0
0.43000000000000005,0.775,0.0
0.43000000000000005,0.79,0.0
0.43000000000000005,0.805,0.0
0.43000000000000005,0.8200000000000001,0.0
0.43000000000000005,0.8350000000000001,0.0
0.43000000000000005,0.8500000000000001,0.0
0.43000000000000005,0.8650000000000001,0.0
0.43000000000000005,0.8800000000000001,0.0
0.43000000000000005,0.8950000000000001,0.0
0.43000000000000005,0.91,0.0
0.43000000000000005,0.925,0.0
0.43000000000000005,0.9400000000000001,0.0
0.43000000000000005,0.9550000000000001,0.0
0.43000000000000005,0.9700000000000001,0.0
0.43000000000000005,0.9850000000000001,0.0
0.43000000000000005,1.0,0.0
0.43000000000000005,1.0150000000000001,0.0
0.43000000000000005,1.03,0.0
0.43000000000000005,1.0450000000000002,0.0
0.43000000000000005,1.06,0.0
0.43000000000000005,1.0750000000000002,0.0
0.43000000000000005,1.09,0.0
0.43000000000000005,1.1050000000000002,0.0
0.43000000000000005,1.12,0.0
0.43000000000000005,1.135,0.0
0.43000000000000005,1.1500000000000001,0.0
0.43000000000000005,1.165,0.0
0.43000000000000005,1.1800000000000002,0.0
0.43000000000000005,1.195,0.0
0.43000000000000005,1.2100000000000002,0.0
0.43000000000000005,1.225,0.0
0.43000000000000005,1.2400000000000002,0.0
0.43000000000000005,1.2550000000000001,0.0
0.43000000000000005,1.27,0.0
0.43000000000000005,1.2850000000000001,0.0
0.44500000000000006,0.01,2721.0
0.44500000000000006,0.025,2270.0
0.44500000000000006,0.04,2183.0
0.44500000000000006,0.05500000000000001,2093.0
0.44500000000000006,0.07,1973.0
0.44500000000000006,0.085,1764.0
0.44500000000000006,0.1,1452.0
0.44500000000000006,0.115,1195.0
0.44500000000000006,0.13,980.0
0.44500000000000006,0.14500000000000002,856.0
0.44500000000000006,0.16000000000000003,705.0
0.44500000000000006,0.17500000000000002,601.0
0.44500000000000006,0.19000000000000003,583.0
0.44500000000000006,0.20500000000000002,514.0
0.44500000000000006,0.22000000000000003,492.0
0.44500000000000006,0.23500000000000001,475.0
0.44500000000000006,0.25,442.0
0.44500000000000006,0.265,363.0
0.44500000000000006,0.28,242.0
0.44500000000000006,0.29500000000000004,113.0
0.44500000000000006,0.31000000000000005,44.0
0.44500000000000006,0.325,26.0
